,service_id,trip_id,direction,route_id
4220,y1001,8401.y1001.60-15B-d12-1.345.I,2,15B
4221,y1001,8402.y1001.60-15B-d12-1.344.O,1,15B
4222,y1001,8403.y1001.60-15B-d12-1.345.I,2,15B
4223,y1001,8404.y1001.60-15B-d12-1.344.O,1,15B
4224,y1001,8405.y1001.60-15B-d12-1.345.I,2,15B
4225,y1001,8406.y1001.60-15B-d12-1.344.O,1,15B
4226,y1001,8407.y1001.60-15B-d12-1.345.I,2,15B
4227,y1001,8408.y1001.60-15B-d12-1.344.O,1,15B
4228,y1001,8409.y1001.60-15B-d12-1.345.I,2,15B
4229,y1001,8410.y1001.60-15B-d12-1.345.I,2,15B
4230,y1001,8411.y1001.60-15B-d12-1.344.O,1,15B
4231,y1001,8412.y1001.60-15B-d12-1.345.I,2,15B
4232,y1001,8413.y1001.60-15B-d12-1.344.O,1,15B
4233,y1001,8414.y1001.60-15B-d12-1.345.I,2,15B
4234,y1001,8415.y1001.60-15B-d12-1.344.O,1,15B
4235,y1001,8416.y1001.60-15B-d12-1.345.I,2,15B
4236,y1001,8417.y1001.60-15B-d12-1.344.O,1,15B
4237,y1001,8418.y1001.60-15B-d12-1.345.I,2,15B
4238,y1001,8419.y1001.60-15B-d12-1.344.O,1,15B
4239,y1001,8420.y1001.60-15B-d12-1.345.I,2,15B
4240,y1001,8421.y1001.60-15B-d12-1.344.O,1,15B
4241,y1001,8422.y1001.60-15B-d12-1.345.I,2,15B
4242,y1001,8423.y1001.60-15B-d12-1.344.O,1,15B
4243,y1001,8424.y1001.60-15B-d12-1.345.I,2,15B
4244,y1001,8425.y1001.60-15B-d12-1.344.O,1,15B
4245,y1001,8426.y1001.60-15B-d12-1.345.I,2,15B
4246,y1001,8427.y1001.60-15B-d12-1.344.O,1,15B
4247,y1001,8428.y1001.60-15B-d12-1.345.I,2,15B
4248,y1001,8429.y1001.60-15B-d12-1.344.O,1,15B
4249,y1001,8430.y1001.60-15B-d12-1.345.I,2,15B
4250,y1001,8431.y1001.60-15B-d12-1.344.O,1,15B
4251,y1001,8432.y1001.60-15B-d12-1.345.I,2,15B
4252,y1001,8433.y1001.60-15B-d12-1.344.O,1,15B
4253,y1001,8434.y1001.60-15B-d12-1.345.I,2,15B
4254,y1001,8435.y1001.60-15B-d12-1.344.O,1,15B
4255,y1001,8436.y1001.60-15B-d12-1.345.I,2,15B
4256,y1001,8437.y1001.60-15B-d12-1.344.O,1,15B
4257,y1001,8438.y1001.60-15B-d12-1.345.I,2,15B
4258,y1001,8439.y1001.60-15B-d12-1.344.O,1,15B
4259,y1001,8440.y1001.60-15B-d12-1.344.O,1,15B
4260,y1001,8441.y1001.60-15B-d12-1.345.I,2,15B
4261,y1001,8442.y1001.60-15B-d12-1.344.O,1,15B
4262,y1001,8443.y1001.60-15B-d12-1.345.I,2,15B
4263,y1001,8444.y1001.60-15B-d12-1.344.O,1,15B
4264,y1001,8445.y1001.60-15B-d12-1.345.I,2,15B
4265,y1001,8446.y1001.60-15B-d12-1.344.O,1,15B
4266,y1001,8447.y1001.60-15B-d12-1.345.I,2,15B
4267,y1001,8448.y1001.60-15B-d12-1.344.O,1,15B
4268,y1001,8449.y1001.60-15B-d12-1.345.I,2,15B
4269,y1001,8450.y1001.60-15B-d12-1.344.O,1,15B
4270,y1001,8451.y1001.60-15B-d12-1.345.I,2,15B
4271,y1001,8452.y1001.60-15B-d12-1.344.O,1,15B
4272,y1001,8453.y1001.60-15B-d12-1.345.I,2,15B
4273,y1001,8454.y1001.60-15B-d12-1.345.I,2,15B
4274,y1001,8455.y1001.60-15B-d12-1.344.O,1,15B
4275,y1001,8456.y1001.60-15B-d12-1.345.I,2,15B
4276,y1001,8457.y1001.60-15B-d12-1.344.O,1,15B
4277,y1001,8458.y1001.60-15B-d12-1.345.I,2,15B
4278,y1001,8459.y1001.60-15B-d12-1.344.O,1,15B
4279,y1001,8460.y1001.60-15B-d12-1.345.I,2,15B
4280,y1001,8461.y1001.60-15B-d12-1.344.O,1,15B
4281,y1001,8462.y1001.60-15B-d12-1.345.I,2,15B
4282,y1001,8463.y1001.60-15B-d12-1.344.O,1,15B
4283,y1001,8464.y1001.60-15B-d12-1.345.I,2,15B
4284,y1001,8465.y1001.60-15B-d12-1.344.O,1,15B
4285,y1001,8466.y1001.60-15B-d12-1.345.I,2,15B
4286,y1001,8467.y1001.60-15B-d12-1.344.O,1,15B
4287,y1001,8468.y1001.60-15B-d12-1.345.I,2,15B
4288,y1001,8469.y1001.60-15B-d12-1.344.O,1,15B
4289,y1001,8470.y1001.60-15B-d12-1.345.I,2,15B
4290,y1001,8471.y1001.60-15B-d12-1.344.O,1,15B
4291,y1001,8472.y1001.60-15B-d12-1.345.I,2,15B
4292,y1001,8473.y1001.60-15B-d12-1.344.O,1,15B
4293,y1001,8474.y1001.60-15B-d12-1.345.I,2,15B
4294,y1001,8475.y1001.60-15B-d12-1.344.O,1,15B
4295,y1001,8476.y1001.60-15B-d12-1.345.I,2,15B
4296,y1001,8477.y1001.60-15B-d12-1.344.O,1,15B
4297,y1001,8478.y1001.60-15B-d12-1.345.I,2,15B
4298,y1001,8479.y1001.60-15B-d12-1.344.O,1,15B
4299,y1001,8497.y1001.60-15B-d12-1.345.I,2,15B
4300,y1001,8498.y1001.60-15B-d12-1.344.O,1,15B
4301,y1001,8499.y1001.60-15B-d12-1.345.I,2,15B
4302,y1001,8500.y1001.60-15B-d12-1.344.O,1,15B
4303,y1001,8501.y1001.60-15B-d12-1.345.I,2,15B
4304,y1001,8502.y1001.60-15B-d12-1.344.O,1,15B
4305,y1001,8503.y1001.60-15B-d12-1.345.I,2,15B
4306,y1001,8504.y1001.60-15B-d12-1.344.O,1,15B
4307,y1001,8505.y1001.60-15B-d12-1.345.I,2,15B
4308,y1001,8506.y1001.60-15B-d12-1.344.O,1,15B
4309,y1001,8507.y1001.60-15B-d12-1.345.I,2,15B
4310,y1001,8508.y1001.60-15B-d12-1.344.O,1,15B
4311,y1001,8509.y1001.60-15B-d12-1.345.I,2,15B
4312,y1001,8541.y1001.60-15B-d12-1.344.O,1,15B
4313,y1001,8542.y1001.60-15B-d12-1.345.I,2,15B
4314,y1001,8543.y1001.60-15B-d12-1.344.O,1,15B
4315,y1001,8544.y1001.60-15B-d12-1.345.I,2,15B
4316,y1001,8545.y1001.60-15B-d12-1.344.O,1,15B
4317,y1001,8546.y1001.60-15B-d12-1.345.I,2,15B
4318,y1001,8547.y1001.60-15B-d12-1.344.O,1,15B
4319,y1001,8548.y1001.60-15B-d12-1.345.I,2,15B
4320,y1001,8549.y1001.60-15B-d12-1.344.O,1,15B
4321,y1001,8550.y1001.60-15B-d12-1.345.I,2,15B
4322,y1001,8551.y1001.60-15B-d12-1.344.O,1,15B
4323,y1001,8552.y1001.60-15B-d12-1.345.I,2,15B
4324,y1001,8553.y1001.60-15B-d12-1.344.O,1,15B
4325,y1001,8554.y1001.60-15B-d12-1.345.I,2,15B
4326,y1001,8555.y1001.60-15B-d12-1.344.O,1,15B
4327,y1001,8556.y1001.60-15B-d12-1.345.I,2,15B
4328,y1001,8557.y1001.60-15B-d12-1.344.O,1,15B
4329,y1001,11363.y1001.60-15-d12-1.36.O,1,15
4330,y1001,11364.y1001.60-15-d12-1.35.I,2,15
4331,y1001,11365.y1001.60-15-d12-1.36.O,1,15
4332,y1001,11366.y1001.60-15-d12-1.35.I,2,15
4333,y1001,11367.y1001.60-15-d12-1.36.O,1,15
4334,y1001,11368.y1001.60-15-d12-1.35.I,2,15
4335,y1001,11369.y1001.60-15-d12-1.36.O,1,15
4336,y1001,11370.y1001.60-15-d12-1.35.I,2,15
4337,y1001,11371.y1001.60-15-d12-1.36.O,1,15
4338,y1001,11372.y1001.60-15-d12-1.35.I,2,15
4339,y1001,11373.y1001.60-15-d12-1.35.I,2,15
4340,y1001,11374.y1001.60-15-d12-1.36.O,1,15
4341,y1001,11375.y1001.60-15-d12-1.35.I,2,15
4342,y1001,11376.y1001.60-15-d12-1.35.I,2,15
4343,y1001,11377.y1001.60-15-d12-1.36.O,1,15
4344,y1001,11378.y1001.60-15-d12-1.35.I,2,15
4345,y1001,11379.y1001.60-15-d12-1.36.O,1,15
4346,y1001,11380.y1001.60-15-d12-1.35.I,2,15
4347,y1001,11381.y1001.60-15-d12-1.36.O,1,15
4348,y1001,11382.y1001.60-15-d12-1.35.I,2,15
4349,y1001,11383.y1001.60-15-d12-1.36.O,1,15
4350,y1001,11384.y1001.60-15-d12-1.35.I,2,15
4351,y1001,11385.y1001.60-15-d12-1.36.O,1,15
4352,y1001,11386.y1001.60-15-d12-1.35.I,2,15
4353,y1001,11387.y1001.60-15-d12-1.36.O,1,15
4354,y1001,11388.y1001.60-15-d12-1.35.I,2,15
4355,y1001,11389.y1001.60-15-d12-1.36.O,1,15
4356,y1001,11390.y1001.60-15-d12-1.35.I,2,15
4357,y1001,11391.y1001.60-15-d12-1.36.O,1,15
4358,y1001,11392.y1001.60-15-d12-1.35.I,2,15
4359,y1001,11393.y1001.60-15-d12-1.36.O,1,15
4360,y1001,11394.y1001.60-15-d12-1.35.I,2,15
4361,y1001,11395.y1001.60-15-d12-1.36.O,1,15
4362,y1001,11396.y1001.60-15-d12-1.36.O,1,15
4363,y1001,11397.y1001.60-15-d12-1.35.I,2,15
4364,y1001,11398.y1001.60-15-d12-1.36.O,1,15
4365,y1001,11399.y1001.60-15-d12-1.35.I,2,15
4366,y1001,11400.y1001.60-15-d12-1.36.O,1,15
4367,y1001,11401.y1001.60-15-d12-1.35.I,2,15
4368,y1001,11402.y1001.60-15-d12-1.36.O,1,15
4369,y1001,11403.y1001.60-15-d12-1.35.I,2,15
4370,y1001,11404.y1001.60-15-d12-1.36.O,1,15
4371,y1001,11405.y1001.60-15-d12-1.35.I,2,15
4372,y1001,11406.y1001.60-15-d12-1.36.O,1,15
4373,y1001,11407.y1001.60-15-d12-1.36.O,1,15
4374,y1001,11408.y1001.60-15-d12-1.35.I,2,15
4375,y1001,11409.y1001.60-15-d12-1.36.O,1,15
4376,y1001,11410.y1001.60-15-d12-1.35.I,2,15
4377,y1001,11411.y1001.60-15-d12-1.36.O,1,15
4378,y1001,11412.y1001.60-15-d12-1.36.O,1,15
4379,y1001,11413.y1001.60-15-d12-1.35.I,2,15
4380,y1001,11414.y1001.60-15-d12-1.36.O,1,15
4381,y1001,11415.y1001.60-15-d12-1.35.I,2,15
4382,y1001,11416.y1001.60-15-d12-1.36.O,1,15
4383,y1001,11417.y1001.60-15-d12-1.36.O,1,15
4384,y1001,11418.y1001.60-15-d12-1.35.I,2,15
4385,y1001,11419.y1001.60-15-d12-1.36.O,1,15
4386,y1001,11420.y1001.60-15-d12-1.35.I,2,15
4387,y1001,11421.y1001.60-15-d12-1.36.O,1,15
4388,y1001,11422.y1001.60-15-d12-1.35.I,2,15
4389,y1001,11423.y1001.60-15-d12-1.36.O,1,15
4390,y1001,11424.y1001.60-15-d12-1.35.I,2,15
4391,y1001,11425.y1001.60-15-d12-1.36.O,1,15
4392,y1001,11426.y1001.60-15-d12-1.35.I,2,15
4393,y1001,11427.y1001.60-15-d12-1.36.O,1,15
4394,y1001,11428.y1001.60-15-d12-1.35.I,2,15
4395,y1001,11429.y1001.60-15-d12-1.36.O,1,15
4396,y1001,11430.y1001.60-15-d12-1.35.I,2,15
4397,y1001,11431.y1001.60-15-d12-1.36.O,1,15
4398,y1001,11432.y1001.60-15-d12-1.35.I,2,15
4399,y1001,11433.y1001.60-15-d12-1.36.O,1,15
4400,y1001,11434.y1001.60-15-d12-1.35.I,2,15
4401,y1001,11435.y1001.60-15-d12-1.36.O,1,15
4402,y1001,11436.y1001.60-15-d12-1.35.I,2,15
4403,y1001,11437.y1001.60-15-d12-1.36.O,1,15
4404,y1001,11438.y1001.60-15-d12-1.35.I,2,15
4405,y1001,11439.y1001.60-15-d12-1.36.O,1,15
4406,y1001,11440.y1001.60-15-d12-1.35.I,2,15
4407,y1001,11441.y1001.60-15-d12-1.35.I,2,15
4408,y1001,11442.y1001.60-15-d12-1.36.O,1,15
4409,y1001,11443.y1001.60-15-d12-1.35.I,2,15
4410,y1001,11444.y1001.60-15-d12-1.36.O,1,15
4411,y1001,11445.y1001.60-15-d12-1.35.I,2,15
4412,y1001,11446.y1001.60-15-d12-1.36.O,1,15
4413,y1001,11447.y1001.60-15-d12-1.35.I,2,15
4414,y1001,11448.y1001.60-15-d12-1.36.O,1,15
4415,y1001,11449.y1001.60-15-d12-1.35.I,2,15
4416,y1001,11450.y1001.60-15-d12-1.36.O,1,15
4417,y1001,11451.y1001.60-15-d12-1.35.I,2,15
4418,y1001,11452.y1001.60-15-d12-1.36.O,1,15
4419,y1001,11453.y1001.60-15-d12-1.35.I,2,15
4420,y1001,11454.y1001.60-15-d12-1.36.O,1,15
4421,y1001,11455.y1001.60-15-d12-1.35.I,2,15
4422,y1001,11456.y1001.60-15-d12-1.36.O,1,15
4423,y1001,11457.y1001.60-15-d12-1.35.I,2,15
4424,y1001,11458.y1001.60-15-d12-1.36.O,1,15
4425,y1001,11459.y1001.60-15-d12-1.35.I,2,15
4426,y1001,11460.y1001.60-15-d12-1.36.O,1,15
4427,y1001,11461.y1001.60-15-d12-1.35.I,2,15
4428,y1001,11462.y1001.60-15-d12-1.36.O,1,15
4429,y1001,11463.y1001.60-15-d12-1.35.I,2,15
4430,y1001,11464.y1001.60-15-d12-1.36.O,1,15
4431,y1001,11465.y1001.60-15-d12-1.35.I,2,15
4432,y1001,11466.y1001.60-15-d12-1.36.O,1,15
4433,y1001,11467.y1001.60-15-d12-1.35.I,2,15
4434,y1001,11468.y1001.60-15-d12-1.36.O,1,15
4435,y1001,11469.y1001.60-15-d12-1.35.I,2,15
4436,y1001,11470.y1001.60-15-d12-1.36.O,1,15
4437,y1001,11471.y1001.60-15-d12-1.35.I,2,15
4438,y1001,11472.y1001.60-15-d12-1.36.O,1,15
4439,y1001,11473.y1001.60-15-d12-1.35.I,2,15
4440,y1001,11474.y1001.60-15-d12-1.36.O,1,15
4441,y1001,11475.y1001.60-15-d12-1.35.I,2,15
4442,y1001,11476.y1001.60-15-d12-1.36.O,1,15
4443,y1001,11477.y1001.60-15-d12-1.35.I,2,15
4444,y1001,11478.y1001.60-15-d12-1.36.O,1,15
4445,y1001,11479.y1001.60-15-d12-1.35.I,2,15
4446,y1001,11480.y1001.60-15-d12-1.36.O,1,15
4447,y1001,11481.y1001.60-15-d12-1.35.I,2,15
4448,y1001,11482.y1001.60-15-d12-1.36.O,1,15
4449,y1001,11483.y1001.60-15-d12-1.35.I,2,15
4450,y1001,11484.y1001.60-15-d12-1.36.O,1,15
4451,y1001,11485.y1001.60-15-d12-1.35.I,2,15
4452,y1001,11486.y1001.60-15-d12-1.36.O,1,15
4453,y1001,11487.y1001.60-15-d12-1.35.I,2,15
4454,y1001,11488.y1001.60-15-d12-1.36.O,1,15
4455,y1001,11489.y1001.60-15-d12-1.35.I,2,15
4456,y1001,11490.y1001.60-15-d12-1.36.O,1,15
4457,y1001,11491.y1001.60-15-d12-1.35.I,2,15
4458,y1001,11492.y1001.60-15-d12-1.36.O,1,15
4459,y1001,11493.y1001.60-15-d12-1.35.I,2,15
4460,y1001,11494.y1001.60-15-d12-1.36.O,1,15
4461,y1001,11495.y1001.60-15-d12-1.35.I,2,15
4462,y1001,11496.y1001.60-15-d12-1.35.I,2,15
4463,y1001,11497.y1001.60-15-d12-1.36.O,1,15
4464,y1001,11498.y1001.60-15-d12-1.35.I,2,15
4465,y1001,11499.y1001.60-15-d12-1.36.O,1,15
4466,y1001,11500.y1001.60-15-d12-1.35.I,2,15
4467,y1001,11501.y1001.60-15-d12-1.36.O,1,15
4468,y1001,11502.y1001.60-15-d12-1.35.I,2,15
4469,y1001,11503.y1001.60-15-d12-1.36.O,1,15
4470,y1001,11504.y1001.60-15-d12-1.35.I,2,15
4471,y1001,11505.y1001.60-15-d12-1.36.O,1,15
4472,y1001,11506.y1001.60-15-d12-1.35.I,2,15
4473,y1001,11507.y1001.60-15-d12-1.36.O,1,15
4474,y1001,11508.y1001.60-15-d12-1.36.O,1,15
4475,y1001,11509.y1001.60-15-d12-1.35.I,2,15
4476,y1001,11510.y1001.60-15-d12-1.36.O,1,15
4477,y1001,11511.y1001.60-15-d12-1.35.I,2,15
4478,y1001,11512.y1001.60-15-d12-1.36.O,1,15
4479,y1001,11513.y1001.60-15-d12-1.35.I,2,15
4480,y1001,11514.y1001.60-15-d12-1.36.O,1,15
4481,y1001,11515.y1001.60-15-d12-1.35.I,2,15
4482,y1001,11516.y1001.60-15-d12-1.36.O,1,15
4483,y1001,11517.y1001.60-15-d12-1.35.I,2,15
4484,y1001,11518.y1001.60-15-d12-1.36.O,1,15
4485,y1001,11519.y1001.60-15-d12-1.35.I,2,15
4486,y1001,11520.y1001.60-15-d12-1.35.I,2,15
4487,y1001,11521.y1001.60-15-d12-1.36.O,1,15
4488,y1001,11522.y1001.60-15-d12-1.35.I,2,15
4489,y1001,11523.y1001.60-15-d12-1.36.O,1,15
4490,y1001,11524.y1001.60-15-d12-1.35.I,2,15
4491,y1001,11525.y1001.60-15-d12-1.36.O,1,15
4492,y1001,11526.y1001.60-15-d12-1.35.I,2,15
4493,y1001,11527.y1001.60-15-d12-1.36.O,1,15
4494,y1001,11528.y1001.60-15-d12-1.35.I,2,15
4495,y1001,11529.y1001.60-15-d12-1.36.O,1,15
4496,y1001,11530.y1001.60-15-d12-1.35.I,2,15
4497,y1003,15349.y1003.60-15-d12-1.35.I,2,15
4498,y1003,15350.y1003.60-15-d12-1.36.O,1,15
4499,y1003,15351.y1003.60-15-d12-1.35.I,2,15
4500,y1003,15352.y1003.60-15-d12-1.35.I,2,15
4501,y1003,15353.y1003.60-15-d12-1.36.O,1,15
4502,y1003,15354.y1003.60-15-d12-1.35.I,2,15
4503,y1003,15355.y1003.60-15-d12-1.35.I,2,15
4504,y1003,15356.y1003.60-15-d12-1.36.O,1,15
4505,y1003,15357.y1003.60-15-d12-1.35.I,2,15
4506,y1003,15358.y1003.60-15-d12-1.36.O,1,15
4507,y1003,15359.y1003.60-15-d12-1.35.I,2,15
4508,y1003,15360.y1003.60-15-d12-1.36.O,1,15
4509,y1003,15361.y1003.60-15-d12-1.35.I,2,15
4510,y1003,15362.y1003.60-15-d12-1.36.O,1,15
4511,y1003,15363.y1003.60-15-d12-1.35.I,2,15
4512,y1003,15364.y1003.60-15-d12-1.36.O,1,15
4513,y1003,15365.y1003.60-15-d12-1.35.I,2,15
4514,y1003,15366.y1003.60-15-d12-1.36.O,1,15
4515,y1003,15367.y1003.60-15-d12-1.35.I,2,15
4516,y1003,15368.y1003.60-15-d12-1.36.O,1,15
4517,y1003,15369.y1003.60-15-d12-1.35.I,2,15
4518,y1003,15370.y1003.60-15-d12-1.36.O,1,15
4519,y1003,15371.y1003.60-15-d12-1.35.I,2,15
4520,y1003,15372.y1003.60-15-d12-1.36.O,1,15
4521,y1003,15373.y1003.60-15-d12-1.35.I,2,15
4522,y1003,15374.y1003.60-15-d12-1.36.O,1,15
4523,y1003,15375.y1003.60-15-d12-1.35.I,2,15
4524,y1003,15376.y1003.60-15-d12-1.36.O,1,15
4525,y1003,15377.y1003.60-15-d12-1.35.I,2,15
4526,y1003,15378.y1003.60-15-d12-1.36.O,1,15
4527,y1003,15379.y1003.60-15-d12-1.35.I,2,15
4528,y1003,15380.y1003.60-15-d12-1.36.O,1,15
4529,y1003,15381.y1003.60-15-d12-1.35.I,2,15
4530,y1003,15382.y1003.60-15-d12-1.36.O,1,15
4531,y1003,15383.y1003.60-15-d12-1.35.I,2,15
4532,y1003,15384.y1003.60-15-d12-1.36.O,1,15
4533,y1003,15385.y1003.60-15-d12-1.35.I,2,15
4534,y1003,15386.y1003.60-15-d12-1.36.O,1,15
4535,y1003,15387.y1003.60-15-d12-1.35.I,2,15
4536,y1003,15388.y1003.60-15-d12-1.36.O,1,15
4537,y1003,15389.y1003.60-15-d12-1.35.I,2,15
4538,y1003,15390.y1003.60-15-d12-1.36.O,1,15
4539,y1003,15391.y1003.60-15-d12-1.35.I,2,15
4540,y1003,15392.y1003.60-15-d12-1.36.O,1,15
4541,y1003,15393.y1003.60-15-d12-1.35.I,2,15
4542,y1003,15394.y1003.60-15-d12-1.36.O,1,15
4543,y1003,15395.y1003.60-15-d12-1.36.O,1,15
4544,y1003,15396.y1003.60-15-d12-1.35.I,2,15
4545,y1003,15397.y1003.60-15-d12-1.36.O,1,15
4546,y1003,15398.y1003.60-15-d12-1.35.I,2,15
4547,y1003,15399.y1003.60-15-d12-1.36.O,1,15
4548,y1003,15400.y1003.60-15-d12-1.35.I,2,15
4549,y1003,15401.y1003.60-15-d12-1.36.O,1,15
4550,y1003,15402.y1003.60-15-d12-1.35.I,2,15
4551,y1003,15403.y1003.60-15-d12-1.36.O,1,15
4552,y1003,15404.y1003.60-15-d12-1.35.I,2,15
4553,y1003,15405.y1003.60-15-d12-1.35.I,2,15
4554,y1003,15406.y1003.60-15-d12-1.36.O,1,15
4555,y1003,15407.y1003.60-15-d12-1.35.I,2,15
4556,y1003,15408.y1003.60-15-d12-1.36.O,1,15
4557,y1003,15409.y1003.60-15-d12-1.35.I,2,15
4558,y1003,15410.y1003.60-15-d12-1.36.O,1,15
4559,y1003,15411.y1003.60-15-d12-1.35.I,2,15
4560,y1003,15412.y1003.60-15-d12-1.35.I,2,15
4561,y1003,15413.y1003.60-15-d12-1.36.O,1,15
4562,y1003,15414.y1003.60-15-d12-1.35.I,2,15
4563,y1003,15415.y1003.60-15-d12-1.36.O,1,15
4564,y1003,15416.y1003.60-15-d12-1.35.I,2,15
4565,y1003,15417.y1003.60-15-d12-1.36.O,1,15
4566,y1003,15418.y1003.60-15-d12-1.35.I,2,15
4567,y1003,15419.y1003.60-15-d12-1.36.O,1,15
4568,y1003,15420.y1003.60-15-d12-1.35.I,2,15
4569,y1003,15421.y1003.60-15-d12-1.36.O,1,15
4570,y1003,15422.y1003.60-15-d12-1.35.I,2,15
4571,y1003,15423.y1003.60-15-d12-1.36.O,1,15
4572,y1003,15424.y1003.60-15-d12-1.35.I,2,15
4573,y1003,15425.y1003.60-15-d12-1.35.I,2,15
4574,y1003,15426.y1003.60-15-d12-1.36.O,1,15
4575,y1003,15427.y1003.60-15-d12-1.35.I,2,15
4576,y1003,15428.y1003.60-15-d12-1.36.O,1,15
4577,y1003,15429.y1003.60-15-d12-1.35.I,2,15
4578,y1003,15430.y1003.60-15-d12-1.36.O,1,15
4579,y1003,15431.y1003.60-15-d12-1.35.I,2,15
4580,y1003,15432.y1003.60-15-d12-1.36.O,1,15
4581,y1003,15433.y1003.60-15-d12-1.35.I,2,15
4582,y1003,15434.y1003.60-15-d12-1.36.O,1,15
4583,y1003,15435.y1003.60-15-d12-1.35.I,2,15
4584,y1003,15436.y1003.60-15-d12-1.36.O,1,15
4585,y1003,15437.y1003.60-15-d12-1.35.I,2,15
4586,y1003,15438.y1003.60-15-d12-1.36.O,1,15
4587,y1003,15439.y1003.60-15-d12-1.35.I,2,15
4588,y1003,15440.y1003.60-15-d12-1.36.O,1,15
4589,y1003,15441.y1003.60-15-d12-1.35.I,2,15
4590,y1003,15442.y1003.60-15-d12-1.36.O,1,15
4591,y1003,15443.y1003.60-15-d12-1.35.I,2,15
4592,y1003,15444.y1003.60-15-d12-1.36.O,1,15
4593,y1003,15445.y1003.60-15-d12-1.35.I,2,15
4594,y1003,15446.y1003.60-15-d12-1.36.O,1,15
4595,y1003,15447.y1003.60-15-d12-1.36.O,1,15
4596,y1003,15448.y1003.60-15-d12-1.35.I,2,15
4597,y1003,15449.y1003.60-15-d12-1.36.O,1,15
4598,y1003,15450.y1003.60-15-d12-1.36.O,1,15
4599,y1003,15451.y1003.60-15-d12-1.35.I,2,15
4600,y1003,15452.y1003.60-15-d12-1.36.O,1,15
4601,y1003,15453.y1003.60-15-d12-1.35.I,2,15
4602,y1003,15454.y1003.60-15-d12-1.36.O,1,15
4603,y1003,15455.y1003.60-15-d12-1.35.I,2,15
4604,y1003,15456.y1003.60-15-d12-1.36.O,1,15
4605,y1003,15457.y1003.60-15-d12-1.35.I,2,15
4606,y1003,15458.y1003.60-15-d12-1.36.O,1,15
4607,y1003,15459.y1003.60-15-d12-1.35.I,2,15
4608,y1003,15460.y1003.60-15-d12-1.36.O,1,15
4609,y1003,15461.y1003.60-15-d12-1.35.I,2,15
4610,y1003,15462.y1003.60-15-d12-1.36.O,1,15
4611,y1003,15463.y1003.60-15-d12-1.35.I,2,15
4612,y1003,15464.y1003.60-15-d12-1.35.I,2,15
4613,y1003,15465.y1003.60-15-d12-1.36.O,1,15
4614,y1003,15466.y1003.60-15-d12-1.35.I,2,15
4615,y1003,15467.y1003.60-15-d12-1.36.O,1,15
4616,y1003,15468.y1003.60-15-d12-1.35.I,2,15
4617,y1003,15469.y1003.60-15-d12-1.36.O,1,15
4618,y1003,15470.y1003.60-15-d12-1.35.I,2,15
4619,y1003,15471.y1003.60-15-d12-1.36.O,1,15
4620,y1003,15472.y1003.60-15-d12-1.35.I,2,15
4621,y1003,15473.y1003.60-15-d12-1.36.O,1,15
4622,y1003,15474.y1003.60-15-d12-1.35.I,2,15
4623,y1003,15475.y1003.60-15-d12-1.35.I,2,15
4624,y1003,15476.y1003.60-15-d12-1.36.O,1,15
4625,y1003,15477.y1003.60-15-d12-1.35.I,2,15
4626,y1003,15478.y1003.60-15-d12-1.36.O,1,15
4627,y1003,15479.y1003.60-15-d12-1.35.I,2,15
4628,y1003,15480.y1003.60-15-d12-1.36.O,1,15
4629,y1003,15481.y1003.60-15-d12-1.36.O,1,15
4630,y1003,15482.y1003.60-15-d12-1.35.I,2,15
4631,y1003,15483.y1003.60-15-d12-1.36.O,1,15
4632,y1003,15484.y1003.60-15-d12-1.36.O,1,15
4633,y1003,15485.y1003.60-15-d12-1.35.I,2,15
4634,y1003,15486.y1003.60-15-d12-1.36.O,1,15
4635,y1003,15487.y1003.60-15-d12-1.35.I,2,15
4636,y1003,15488.y1003.60-15-d12-1.36.O,1,15
4637,y1003,15489.y1003.60-15-d12-1.35.I,2,15
4638,y1003,15490.y1003.60-15-d12-1.36.O,1,15
4639,y1003,15491.y1003.60-15-d12-1.35.I,2,15
4640,y1003,15492.y1003.60-15-d12-1.36.O,1,15
4641,y1003,15493.y1003.60-15-d12-1.35.I,2,15
4642,y1003,15494.y1003.60-15-d12-1.36.O,1,15
4643,y1003,15495.y1003.60-15-d12-1.36.O,1,15
4644,y1003,15496.y1003.60-15-d12-1.35.I,2,15
4645,y1003,15497.y1003.60-15-d12-1.36.O,1,15
4646,y1003,15498.y1003.60-15-d12-1.35.I,2,15
4647,y1003,15499.y1003.60-15-d12-1.36.O,1,15
4648,y1002,5422.y1002.60-15-d12-1.36.O,1,15
4649,y1002,5423.y1002.60-15-d12-1.35.I,2,15
4650,y1002,5424.y1002.60-15-d12-1.36.O,1,15
4651,y1002,5425.y1002.60-15-d12-1.35.I,2,15
4652,y1002,5426.y1002.60-15-d12-1.35.I,2,15
4653,y1002,5427.y1002.60-15-d12-1.36.O,1,15
4654,y1002,5428.y1002.60-15-d12-1.35.I,2,15
4655,y1002,5429.y1002.60-15-d12-1.36.O,1,15
4656,y1002,5430.y1002.60-15-d12-1.35.I,2,15
4657,y1002,5431.y1002.60-15-d12-1.36.O,1,15
4658,y1002,5432.y1002.60-15-d12-1.35.I,2,15
4659,y1002,5433.y1002.60-15-d12-1.36.O,1,15
4660,y1002,5434.y1002.60-15-d12-1.35.I,2,15
4661,y1002,5435.y1002.60-15-d12-1.36.O,1,15
4662,y1002,5436.y1002.60-15-d12-1.35.I,2,15
4663,y1002,5437.y1002.60-15-d12-1.36.O,1,15
