,daytime,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,clouds_all,weather_id,weather_main,weather_description,weather_icon,month,hour
2327,1523102400,10.67,7.85,8.33,11.0,1005,71,2.6,300,75,803,Clouds,broken clouds,04d,4,13
2328,1523106000,10.66,7.71,8.56,12.0,1005,93,4.12,140,75,500,Rain,light rain,10d,4,14
2329,1523109600,10.67,7.72,8.66,12.0,1005,93,4.12,130,75,500,Rain,light rain,10d,4,15
2330,1523113200,12.0,9.48,9.0,13.0,1004,71,2.57,160,75,803,Clouds,broken clouds,04d,4,16
2331,1523116800,11.59,8.26,8.93,12.0,1004,71,3.6,130,75,803,Clouds,broken clouds,04d,4,17
2332,1523120400,9.07,4.06,8.83,9.95,1005,87,6.17,290,75,520,Rain,light intensity shower rain,09d,4,18
2333,1523124000,10.33,8.03,8.68,11.0,1006,76,2.06,20,75,803,Clouds,broken clouds,04d,4,19
2334,1523127600,8.88,6.7,8.1,9.0,1006,87,2.06,130,40,802,Clouds,scattered clouds,03d,4,20
2335,1523131200,7.99,5.48,7.9,8.03,1006,93,2.57,170,20,801,Clouds,few clouds,02n,4,21
2336,1523134800,6.28,5.07,6.0,7.91,1006,100,0.51,0,20,801,Clouds,few clouds,02n,4,22
2337,1523138400,6.13,3.8,5.0,7.29,1006,100,2.06,220,20,801,Clouds,few clouds,02n,4,23
2338,1523142000,6.53,3.93,6.0,7.33,1006,100,2.57,240,20,801,Clouds,few clouds,02n,4,0
2339,1523145600,6.95,4.21,6.44,7.08,1006,93,2.57,240,20,801,Clouds,few clouds,02n,4,1
2340,1523149200,6.48,1.84,5.71,7.0,1007,93,5.14,240,20,801,Clouds,few clouds,02n,4,2
2341,1523152800,5.98,2.89,5.38,6.43,1006,100,3.09,250,20,801,Clouds,few clouds,02n,4,3
2342,1523156400,6.75,2.88,4.67,7.0,1006,93,4.12,240,40,802,Clouds,scattered clouds,03n,4,4
2343,1523160000,6.76,2.9,5.03,7.0,1006,93,4.12,240,40,802,Clouds,scattered clouds,03n,4,5
2344,1523163600,6.36,3.72,5.45,7.0,1006,100,2.57,210,40,802,Clouds,scattered clouds,03n,4,6
2345,1523167200,5.52,1.98,5.0,6.19,1006,100,3.6,250,20,801,Clouds,few clouds,02d,4,7
2346,1523170800,6.94,4.56,6.47,7.0,1006,93,2.06,360,20,801,Clouds,few clouds,02d,4,8
2347,1523174400,8.7,5.54,6.94,9.0,1007,81,3.09,190,20,801,Clouds,few clouds,02d,4,9
2348,1523178000,10.04,6.85,7.55,11.0,1007,82,3.6,150,20,801,Clouds,few clouds,02d,4,10
2349,1523181600,10.52,7.28,7.89,12.0,1007,87,4.12,110,40,802,Clouds,scattered clouds,03d,4,11
2350,1523185200,10.28,6.42,8.18,11.0,1008,82,4.63,100,40,802,Clouds,scattered clouds,03d,4,12
2351,1523188800,10.73,7.8,8.35,11.0,1008,76,3.09,100,40,802,Clouds,scattered clouds,03d,4,13
2352,1523192400,11.23,8.4,8.5,12.0,1008,76,3.09,120,40,802,Clouds,scattered clouds,03d,4,14
2353,1523196000,11.25,8.07,8.58,12.0,1008,76,3.6,120,75,803,Clouds,broken clouds,04d,4,15
2354,1523199600,11.66,8.21,8.64,12.0,1008,76,4.12,150,75,521,Rain,proximity shower rain,09d,4,16
2355,1523203200,12.44,9.83,8.54,13.0,1008,67,2.57,140,75,521,Rain,proximity shower rain,09d,4,17
2356,1523206800,11.13,8.54,8.33,12.0,1009,82,3.09,140,75,520,Rain,light intensity shower rain,09d,4,18
2357,1523210400,10.15,8.15,8.04,12.0,1009,93,2.57,20,75,520,Rain,light intensity shower rain,09d,4,19
2358,1523214000,9.22,7.35,7.43,10.0,1010,93,2.06,100,75,521,Rain,proximity shower rain,09d,4,20
2359,1523217600,8.7,7.57,6.89,9.0,1010,87,0.51,0,75,803,Clouds,broken clouds,04n,4,21
2360,1523221200,7.31,5.96,6.15,8.0,1011,100,1.03,190,75,803,Clouds,broken clouds,04n,4,22
2361,1523224800,6.96,4.81,6.58,7.0,1011,100,2.06,170,75,803,Clouds,broken clouds,04n,4,23
2362,1523228400,6.42,4.51,5.44,7.0,1011,100,1.54,210,75,803,Clouds,broken clouds,04n,4,0
2363,1523232000,6.47,4.93,5.79,7.0,1011,100,1.03,230,75,803,Clouds,broken clouds,04n,4,1
2364,1523235600,6.4,4.08,3.88,8.0,1010,87,1.54,240,40,802,Clouds,scattered clouds,03n,4,2
2365,1523239200,6.35,1.86,3.48,8.0,1010,87,4.63,250,75,803,Clouds,broken clouds,04n,4,3
2366,1523242800,5.88,1.48,3.39,7.0,1010,93,4.63,240,40,802,Clouds,scattered clouds,03n,4,4
2367,1523246400,5.48,2.08,4.84,6.0,1009,93,3.09,240,40,802,Clouds,scattered clouds,03n,4,5
2368,1523250000,5.81,2.29,3.75,7.0,1009,87,3.09,240,40,802,Clouds,scattered clouds,03n,4,6
2369,1523253600,6.31,3.61,4.8,7.0,1009,87,2.06,180,75,803,Clouds,broken clouds,04d,4,7
2370,1523257200,6.77,5.07,5.24,7.0,1008,93,1.03,0,75,803,Clouds,broken clouds,04d,4,8
2371,1523260800,9.07,7.43,6.22,10.0,1007,81,1.03,0,75,803,Clouds,broken clouds,04d,4,9
2372,1523264400,10.87,9.19,6.8,12.0,1007,71,1.03,0,40,802,Clouds,scattered clouds,03d,4,10
2373,1523268000,10.68,8.1,8.06,11.0,1006,76,2.57,120,75,803,Clouds,broken clouds,04d,4,11
2374,1523271600,9.93,6.35,8.36,10.61,1005,82,4.12,110,75,520,Rain,light intensity shower rain,09d,4,12
2375,1523275200,10.76,9.38,8.61,12.0,1004,87,1.54,0,75,521,Rain,proximity shower rain,09d,4,13
2376,1523278800,11.71,7.91,8.66,12.0,1003,76,4.63,140,40,802,Clouds,scattered clouds,03d,4,14
2377,1523282400,11.65,6.04,8.38,12.0,1002,76,7.2,140,40,802,Clouds,scattered clouds,03d,4,15
2378,1523286000,10.19,5.23,7.71,11.0,1002,82,6.17,120,75,803,Clouds,broken clouds,04d,4,16
2379,1523289600,10.16,4.93,7.61,11.0,1001,76,6.2,140,40,802,Clouds,scattered clouds,03d,4,17
2380,1523293200,10.52,5.02,7.4,12.0,1000,76,6.69,140,40,802,Clouds,scattered clouds,03d,4,18
2381,1523296800,9.55,4.57,6.89,11.0,1001,76,5.66,130,75,803,Clouds,broken clouds,04d,4,19
2382,1523300400,8.6,3.62,6.39,10.0,1000,81,5.66,110,75,803,Clouds,broken clouds,04d,4,20
2383,1523304000,7.37,3.23,6.07,8.0,1000,81,4.12,120,75,520,Rain,light intensity shower rain,09n,4,21
2384,1523307600,7.32,3.89,5.91,8.0,1000,81,3.09,110,75,520,Rain,light intensity shower rain,09n,4,22
2385,1523311200,6.93,3.1,6.18,7.0,999,93,4.12,60,75,803,Clouds,broken clouds,04n,4,23
2386,1523314800,6.99,3.54,6.69,7.28,999,93,3.6,50,75,803,Clouds,broken clouds,04n,4,0
2387,1523318400,7.49,2.7,6.71,8.0,999,93,5.66,90,75,803,Clouds,broken clouds,04n,4,1
2388,1523322000,7.92,2.15,7.23,8.0,999,93,7.2,80,75,803,Clouds,broken clouds,04n,4,2
2389,1523325600,7.45,2.17,7.0,8.0,999,100,6.69,70,75,803,Clouds,broken clouds,04n,4,3
2390,1523329200,7.03,0.93,7.0,7.26,999,100,7.72,70,75,803,Clouds,broken clouds,04n,4,4
2391,1523332800,7.01,1.4,6.88,7.22,999,93,6.69,70,75,803,Clouds,broken clouds,04n,4,5
2392,1523336400,7.04,1.44,7.0,7.38,1000,93,6.69,70,75,310,Drizzle,light intensity drizzle rain,09n,4,6
2393,1523340000,7.06,1.1,7.0,7.56,1001,93,7.2,70,75,300,Drizzle,light intensity drizzle,09d,4,7
2394,1523343600,7.11,1.03,7.0,7.74,1002,100,7.72,70,75,803,Clouds,broken clouds,04d,4,8
2395,1523347200,7.12,0.46,7.0,7.97,1002,93,8.23,70,75,310,Drizzle,light intensity drizzle rain,09d,4,9
2396,1523350800,7.13,0.47,7.0,8.22,1003,93,8.23,70,75,803,Clouds,broken clouds,04d,4,10
2397,1523354400,7.07,0.98,7.0,7.66,1004,100,7.72,60,75,300,Drizzle,light intensity drizzle,09d,4,11
2398,1523358000,7.06,1.1,7.0,7.53,1005,93,7.2,60,75,300,Drizzle,light intensity drizzle,09d,4,12
2399,1523361600,7.54,2.04,7.0,8.0,1006,93,6.69,20,75,310,Drizzle,light intensity drizzle rain,09d,4,13
2400,1523365200,7.03,2.02,7.0,7.25,1006,100,6.17,30,75,300,Drizzle,light intensity drizzle,09d,4,14
2401,1523368800,7.0,1.98,6.95,7.0,1006,100,6.17,40,90,310,Drizzle,light intensity drizzle rain,09d,4,15
2402,1523372400,6.94,1.32,6.5,7.0,1006,93,6.69,30,75,310,Drizzle,light intensity drizzle rain,09d,4,16
2403,1523376000,6.93,0.58,6.33,7.0,1006,93,7.72,40,75,310,Drizzle,light intensity drizzle rain,09d,4,17
2404,1523379600,6.9,0.91,6.09,7.0,1006,93,7.2,30,75,803,Clouds,broken clouds,04d,4,18
2405,1523383200,6.44,0.93,6.0,7.0,1007,100,6.7,30,75,300,Drizzle,light intensity drizzle,09d,4,19
2406,1523386800,6.44,1.63,5.87,7.0,1008,100,5.7,30,75,300,Drizzle,light intensity drizzle,09d,4,20
2407,1523390400,6.89,2.7,5.97,7.0,1008,93,4.63,30,75,300,Drizzle,light intensity drizzle,09n,4,21
2408,1523394000,6.9,2.71,5.96,7.0,1009,93,4.63,40,75,300,Drizzle,light intensity drizzle,09n,4,22
2409,1523397600,6.96,3.14,6.3,7.03,1009,93,4.12,40,75,300,Drizzle,light intensity drizzle,09n,4,23
2410,1523401200,6.96,3.01,6.4,7.08,1009,100,4.63,60,90,300,Drizzle,light intensity drizzle,09n,4,0
2411,1523404800,6.98,3.39,6.53,7.14,1009,100,4.12,40,90,701,Mist,mist,50n,4,1
2412,1523408400,6.98,3.04,6.51,7.12,1009,100,4.63,60,90,701,Mist,mist,50n,4,2
2413,1523412000,6.97,3.38,6.49,7.11,1010,100,4.12,50,75,701,Mist,mist,50n,4,3
2414,1523415600,6.97,3.75,6.5,7.09,1010,100,3.6,30,75,803,Clouds,broken clouds,04n,4,4
2415,1523419200,6.97,3.38,6.55,7.08,1010,100,4.12,60,75,803,Clouds,broken clouds,04n,4,5
2416,1523422800,7.0,3.78,6.78,7.16,1010,100,3.6,50,75,803,Clouds,broken clouds,04n,4,6
2417,1523426400,7.0,3.06,6.82,7.08,1010,100,4.63,60,75,701,Mist,mist,50d,4,7
2418,1523430000,7.49,3.07,7.0,8.0,1010,93,5.14,70,75,701,Mist,mist,50d,4,8
2419,1523433600,7.9,4.65,7.35,8.0,1010,93,3.6,60,75,701,Mist,mist,50d,4,9
2420,1523437200,7.91,4.29,7.38,8.0,1010,93,4.12,60,75,701,Mist,mist,50d,4,10
2421,1523440800,7.5,1.64,7.0,8.0,1010,93,7.2,60,75,701,Mist,mist,50d,4,11
2422,1523444400,7.28,1.37,7.0,8.0,1010,93,7.2,50,90,804,Clouds,overcast clouds,04d,4,12
2423,1523448000,7.14,1.56,7.0,7.75,1010,93,6.69,50,75,803,Clouds,broken clouds,04d,4,13
2424,1523451600,7.74,1.36,7.06,8.0,1009,87,7.72,40,75,803,Clouds,broken clouds,04d,4,14
2425,1523455200,7.75,2.09,7.01,8.0,1009,87,6.69,40,75,803,Clouds,broken clouds,04d,4,15
2426,1523458800,7.8,2.52,6.9,8.0,1008,87,6.17,60,90,804,Clouds,overcast clouds,04d,4,16
2427,1523462400,7.71,2.76,6.33,8.0,1008,87,5.66,60,75,803,Clouds,broken clouds,04d,4,17
2428,1523466000,7.11,2.24,6.1,7.6,1008,93,5.66,50,75,803,Clouds,broken clouds,04d,4,18
2429,1523469600,6.9,1.27,6.04,7.0,1008,93,6.69,60,75,803,Clouds,broken clouds,04d,4,19
2430,1523473200,6.93,2.39,6.13,7.09,1008,93,5.14,60,75,803,Clouds,broken clouds,04d,4,20
2431,1523476800,6.94,1.68,6.12,7.26,1008,93,6.17,70,75,300,Drizzle,light intensity drizzle,09n,4,21
2432,1523480400,6.97,2.3,6.25,7.43,1008,100,5.66,70,75,300,Drizzle,light intensity drizzle,09n,4,22
2433,1523484000,7.0,1.98,6.59,7.34,1008,100,6.17,70,75,300,Drizzle,light intensity drizzle,09n,4,23
2434,1523487600,7.0,2.7,6.73,7.28,1007,100,5.14,70,75,300,Drizzle,light intensity drizzle,09n,4,0
2435,1523491200,7.01,1.63,6.84,7.26,1007,100,6.69,80,75,300,Drizzle,light intensity drizzle,09n,4,1
2436,1523494800,7.0,1.75,6.78,7.13,1007,93,6.17,80,75,310,Drizzle,light intensity drizzle rain,09n,4,2
2437,1523498400,6.95,0.97,6.47,7.0,1006,93,7.2,90,75,300,Drizzle,light intensity drizzle,09n,4,3
2438,1523502000,6.54,0.83,6.0,7.0,1006,93,6.69,80,75,300,Drizzle,light intensity drizzle,09n,4,4
2439,1523505600,6.52,0.81,6.0,7.0,1006,93,6.69,70,75,300,Drizzle,light intensity drizzle,09n,4,5
2440,1523509200,6.05,1.18,6.0,6.61,1006,100,5.66,70,75,300,Drizzle,light intensity drizzle,09n,4,6
2441,1523512800,6.06,1.91,6.0,6.58,1005,100,4.63,70,75,300,Drizzle,light intensity drizzle,09d,4,7
2442,1523516400,6.06,1.56,6.0,6.57,1006,100,5.14,70,75,300,Drizzle,light intensity drizzle,09d,4,8
2443,1523520000,6.93,2.39,6.47,7.0,1006,93,5.14,80,90,300,Drizzle,light intensity drizzle,09d,4,9
2445,1523523600,6.95,2.77,6.55,7.0,1006,93,4.63,90,90,701,Mist,mist,50d,4,10
2447,1523527200,6.99,3.41,6.84,7.02,1006,100,4.12,80,90,701,Mist,mist,50d,4,11
2449,1523530800,7.01,2.84,6.94,7.25,1006,93,4.63,80,90,701,Mist,mist,50d,4,12
2451,1523534400,7.03,2.87,7.0,7.46,1006,93,4.63,70,90,701,Mist,mist,50d,4,13
2452,1523538000,7.04,2.75,7.0,7.59,1006,100,5.14,80,75,300,Drizzle,light intensity drizzle,09d,4,14
2453,1523541600,7.02,2.85,6.93,7.54,1006,93,4.63,70,75,803,Clouds,broken clouds,04d,4,15
2454,1523545200,6.99,3.17,6.7,7.36,1005,93,4.12,60,75,803,Clouds,broken clouds,04d,4,16
2455,1523548800,6.99,2.82,6.52,7.3,1005,93,4.63,60,75,803,Clouds,broken clouds,04d,4,17
2456,1523552400,7.0,2.83,6.85,7.13,1005,93,4.63,60,75,803,Clouds,broken clouds,04d,4,18
2457,1523556000,6.98,3.16,6.72,7.0,1005,93,4.12,60,75,803,Clouds,broken clouds,04d,4,19
2458,1523559600,6.98,3.16,6.57,7.0,1005,93,4.12,60,75,803,Clouds,broken clouds,04d,4,20
2459,1523563200,6.94,3.48,6.39,7.0,1005,93,3.6,50,75,803,Clouds,broken clouds,04n,4,21
2460,1523566800,6.94,3.48,6.33,7.03,1005,93,3.6,60,75,300,Drizzle,light intensity drizzle,09n,4,22
2461,1523570400,6.93,3.1,6.23,7.0,1005,93,4.12,50,75,300,Drizzle,light intensity drizzle,09n,4,23
2462,1523574000,6.94,3.84,6.31,7.05,1005,93,3.09,50,75,300,Drizzle,light intensity drizzle,09n,4,0
2463,1523577600,6.95,3.13,6.35,7.03,1005,93,4.12,60,75,310,Drizzle,light intensity drizzle rain,09n,4,1
2464,1523581200,6.94,3.48,6.35,7.0,1005,93,3.6,60,75,310,Drizzle,light intensity drizzle rain,09n,4,2
2465,1523584800,6.94,3.84,6.37,7.0,1005,93,3.09,40,75,300,Drizzle,light intensity drizzle,09n,4,3
2466,1523588400,6.49,3.52,6.0,7.0,1005,100,3.09,40,75,300,Drizzle,light intensity drizzle,09n,4,4
2467,1523592000,6.47,3.85,6.0,7.0,1005,100,2.57,20,75,803,Clouds,broken clouds,04n,4,5
2468,1523595600,6.07,2.65,6.0,6.67,1005,100,3.6,30,75,300,Drizzle,light intensity drizzle,09n,4,6
2469,1523599200,6.07,3.0,6.0,6.65,1005,100,3.09,20,75,300,Drizzle,light intensity drizzle,09d,4,7
2470,1523602800,6.08,2.3,6.0,6.69,1005,100,4.12,10,75,300,Drizzle,light intensity drizzle,09d,4,8
2471,1523606400,6.09,2.31,6.0,6.73,1006,100,4.12,30,75,300,Drizzle,light intensity drizzle,09d,4,9
2472,1523610000,6.96,3.86,6.64,7.0,1006,93,3.09,50,75,300,Drizzle,light intensity drizzle,09d,4,10
2473,1523613600,7.06,4.67,7.0,7.37,1006,93,2.1,30,75,803,Clouds,broken clouds,04d,4,11
2474,1523617200,7.52,5.62,7.0,8.03,1006,93,1.54,0,75,803,Clouds,broken clouds,04d,4,12
2475,1523620800,8.42,6.51,7.93,9.0,1006,87,1.54,0,75,803,Clouds,broken clouds,04d,4,13
2476,1523624400,8.48,7.52,8.0,9.14,1007,93,0.51,0,75,803,Clouds,broken clouds,04d,4,14
2477,1523628000,8.5,6.96,8.0,9.41,1007,87,1.03,0,75,803,Clouds,broken clouds,04d,4,15
2478,1523631600,8.5,5.38,8.0,9.48,1007,93,3.6,160,75,803,Clouds,broken clouds,04d,4,16
2480,1523635200,8.51,5.75,7.97,9.54,1008,93,3.09,160,90,701,Mist,mist,50d,4,17
2482,1523638800,8.91,6.96,7.98,10.0,1008,93,2.06,140,75,701,Mist,mist,50d,4,18
2483,1523642400,8.9,6.6,8.0,10.0,1008,93,2.57,130,75,803,Clouds,broken clouds,04d,4,19
2484,1523646000,7.66,3.63,7.0,9.08,1009,93,4.63,120,75,701,Mist,mist,50d,4,20
2485,1523649600,7.66,4.71,7.0,8.91,1009,93,3.09,130,75,701,Mist,mist,50n,4,21
2486,1523653200,7.67,4.96,7.0,8.81,1010,100,3.09,130,75,803,Clouds,broken clouds,04n,4,22
2487,1523656800,7.99,5.36,7.0,9.0,1010,100,3.09,130,75,803,Clouds,broken clouds,04n,4,23
2488,1523660400,7.59,5.35,7.0,8.31,1011,93,2.06,150,75,803,Clouds,broken clouds,04n,4,0
2489,1523664000,8.42,6.14,7.86,9.0,1011,87,2.06,170,75,803,Clouds,broken clouds,04n,4,1
2490,1523667600,8.37,4.07,7.36,9.0,1011,81,4.63,210,11,801,Clouds,few clouds,02n,4,2
2491,1523671200,7.95,4.83,7.3,8.0,1011,76,2.57,170,7,800,Clear,sky is clear,01n,4,3
2492,1523674800,6.58,2.85,6.0,7.67,1011,87,3.6,200,25,802,Clouds,scattered clouds,03n,4,4
2493,1523678400,6.5,3.3,5.0,8.0,1011,93,3.09,150,74,803,Clouds,broken clouds,04n,4,5
2494,1523682000,6.51,5.12,5.0,8.0,1012,93,0.51,0,99,804,Clouds,overcast clouds,04n,4,6
2495,1523685600,6.56,4.1,5.0,8.0,1012,93,2.06,120,40,802,Clouds,scattered clouds,03d,4,7
2496,1523689200,8.76,5.7,7.81,10.0,1012,93,3.6,110,40,802,Clouds,scattered clouds,03d,4,8
2497,1523692800,10.56,6.04,8.09,11.0,1012,82,5.66,150,75,803,Clouds,broken clouds,04d,4,9
2498,1523696400,10.67,6.54,8.49,11.0,1012,82,5.14,150,75,803,Clouds,broken clouds,04d,4,10
2499,1523700000,10.2,5.08,8.17,11.0,1013,87,6.7,150,75,803,Clouds,broken clouds,04d,4,11
2500,1523703600,11.08,5.6,8.39,12.0,1013,82,7.2,160,75,803,Clouds,broken clouds,04d,4,12
2501,1523707200,12.0,6.47,8.8,13.0,1013,76,7.2,140,75,803,Clouds,broken clouds,04d,4,13
2502,1523710800,11.64,5.94,9.13,13.0,1013,82,7.72,140,75,803,Clouds,broken clouds,04d,4,14
2503,1523714400,11.27,5.84,9.2,12.0,1013,82,7.2,150,75,803,Clouds,broken clouds,04d,4,15
2504,1523718000,11.73,6.14,9.34,12.0,1012,76,7.2,140,75,803,Clouds,broken clouds,04d,4,16
2505,1523721600,11.26,5.56,9.28,12.0,1012,76,7.2,130,75,803,Clouds,broken clouds,04d,4,17
2506,1523725200,11.22,5.15,9.26,12.0,1011,76,7.72,130,40,802,Clouds,scattered clouds,03d,4,18
2507,1523728800,10.8,6.08,9.13,11.0,1011,76,5.66,140,75,803,Clouds,broken clouds,04d,4,19
2508,1523732400,9.46,4.54,8.9,10.04,1011,87,6.17,140,75,803,Clouds,broken clouds,04d,4,20
2509,1523736000,9.76,5.63,8.57,11.0,1011,87,5.14,140,75,803,Clouds,broken clouds,04n,4,21
2510,1523739600,8.87,5.12,8.0,10.0,1010,93,4.63,130,75,803,Clouds,broken clouds,04n,4,22
2511,1523743200,8.5,4.66,8.0,9.0,1010,93,4.63,130,75,803,Clouds,broken clouds,04n,4,23
2512,1523746800,9.39,4.09,8.74,10.0,1009,87,6.69,120,75,803,Clouds,broken clouds,04n,4,0
2513,1523750400,8.91,4.81,8.0,10.0,1008,93,5.14,130,75,803,Clouds,broken clouds,04n,4,1
2514,1523754000,8.5,4.56,8.0,9.05,1008,100,5.14,140,75,803,Clouds,broken clouds,04n,4,2
2515,1523757600,8.45,2.8,8.0,9.0,1007,93,7.2,140,75,803,Clouds,broken clouds,04n,4,3
2516,1523761200,8.42,1.68,8.0,9.0,1006,93,8.75,140,75,741,Fog,fog,50n,4,4
2517,1523764800,8.44,3.14,8.0,9.0,1005,93,6.7,130,75,701,Mist,mist,50n,4,5
2518,1523768400,8.43,2.41,8.0,9.0,1004,93,7.72,120,75,803,Clouds,broken clouds,04n,4,6
2519,1523772000,8.89,1.67,8.11,9.0,1004,87,9.26,150,75,803,Clouds,broken clouds,04d,4,7
2520,1523775600,8.89,1.18,8.12,9.0,1003,93,10.29,140,75,500,Rain,light rain,10d,4,8
2521,1523779200,9.29,1.67,8.23,10.0,1002,93,10.29,140,75,310,Drizzle,light intensity drizzle rain,09d,4,9
2522,1523782800,8.45,1.61,8.0,9.0,1002,100,9.26,130,75,310,Drizzle,light intensity drizzle rain,09d,4,10
2523,1523786400,9.37,1.77,8.75,10.0,1002,93,10.29,140,75,310,Drizzle,light intensity drizzle rain,09d,4,11
2524,1523790000,9.45,1.52,9.0,10.0,1001,93,10.8,140,75,310,Drizzle,light intensity drizzle rain,09d,4,12
2525,1523793600,9.46,1.53,9.0,10.0,1001,93,10.8,140,75,310,Drizzle,light intensity drizzle rain,09d,4,13
2526,1523797200,9.86,2.75,9.0,11.0,1000,93,9.77,150,75,500,Rain,light rain,10d,4,14
2527,1523800800,9.85,3.09,9.0,11.0,1000,93,9.26,140,75,500,Rain,light rain,10d,4,15
2528,1523804400,10.67,4.84,8.88,12.0,999,93,8.23,140,75,310,Drizzle,light intensity drizzle rain,09d,4,16
2529,1523808000,11.06,4.62,9.04,13.0,999,93,9.26,140,75,300,Drizzle,light intensity drizzle,09d,4,17
2530,1523811600,10.67,5.2,9.0,12.0,998,93,7.72,140,75,803,Clouds,broken clouds,04d,4,18
2531,1523815200,9.83,4.15,8.94,11.0,998,93,7.72,140,75,803,Clouds,broken clouds,04d,4,19
2532,1523818800,9.8,4.83,8.88,11.0,998,93,6.69,140,75,803,Clouds,broken clouds,04d,4,20
2533,1523822400,9.38,6.47,8.74,10.0,998,93,3.6,130,75,803,Clouds,broken clouds,04n,4,21
2534,1523826000,9.81,7.12,8.66,10.0,999,87,3.09,140,75,803,Clouds,broken clouds,04n,4,22
2535,1523829600,9.77,5.44,8.2,10.0,999,82,5.14,210,75,803,Clouds,broken clouds,04n,4,23
2536,1523833200,9.77,2.91,8.29,10.0,999,82,8.75,210,75,803,Clouds,broken clouds,04n,4,0
2537,1523836800,9.76,3.98,8.15,10.0,1000,82,7.2,210,75,803,Clouds,broken clouds,04n,4,1
2538,1523840400,9.34,3.83,7.83,10.0,1000,82,6.69,210,75,803,Clouds,broken clouds,04n,4,2
2539,1523844000,8.92,3.74,8.13,9.0,1001,93,6.69,220,75,500,Rain,light rain,10n,4,3
2540,1523847600,8.9,3.49,7.95,9.0,1002,87,6.69,230,75,500,Rain,light rain,10n,4,4
2541,1523851200,8.38,3.36,6.73,9.0,1002,81,5.66,220,75,803,Clouds,broken clouds,04n,4,5
2542,1523854800,7.47,3.2,6.17,8.0,1003,87,4.63,220,40,802,Clouds,scattered clouds,03n,4,6
2543,1523858400,7.45,2.8,6.13,8.0,1004,76,4.63,200,20,801,Clouds,few clouds,02d,4,7
2544,1523862000,7.95,3.03,7.53,8.0,1004,76,5.14,190,20,801,Clouds,few clouds,02d,4,8
2545,1523865600,9.33,3.2,8.12,10.0,1005,66,6.69,200,20,801,Clouds,few clouds,02d,4,9
2546,1523869200,10.71,4.3,8.83,11.0,1005,62,7.2,190,40,802,Clouds,scattered clouds,03d,4,10
2547,1523872800,10.8,4.41,9.13,11.0,1005,62,7.2,180,75,803,Clouds,broken clouds,04d,4,11
2548,1523876400,12.1,4.32,9.3,13.0,1005,58,9.26,180,75,803,Clouds,broken clouds,04d,4,12
2549,1523880000,12.05,4.8,9.39,13.0,1005,62,8.75,190,75,803,Clouds,broken clouds,04d,4,13
2550,1523883600,11.71,4.4,9.56,12.0,1004,62,8.75,180,75,803,Clouds,broken clouds,04d,4,14
2551,1523887200,11.68,4.36,9.44,12.0,1004,62,8.75,180,75,803,Clouds,broken clouds,04d,4,15
2552,1523890800,11.65,3.97,9.35,12.0,1004,62,9.26,170,75,803,Clouds,broken clouds,04d,4,16
2553,1523894400,11.0,3.56,9.26,12.0,1004,71,9.3,160,75,803,Clouds,broken clouds,04d,4,17
2554,1523898000,10.74,3.13,9.12,11.0,1003,76,9.77,170,90,804,Clouds,overcast clouds,04d,4,18
2555,1523901600,10.25,2.78,9.0,11.0,1003,82,9.77,160,75,803,Clouds,broken clouds,04d,4,19
2556,1523905200,10.25,1.34,8.98,11.0,1002,82,11.83,160,75,803,Clouds,broken clouds,04d,4,20
2557,1523908800,9.87,-0.01,8.94,10.0,1002,87,13.38,170,75,500,Rain,light rain,10n,4,21
2558,1523912400,10.28,1.59,9.15,11.0,1002,87,11.83,170,75,500,Rain,light rain,10n,4,22
2559,1523916000,10.26,0.84,9.1,11.0,1001,87,12.86,170,75,500,Rain,light rain,10n,4,23
2560,1523919600,10.3,1.97,9.39,11.0,1001,87,11.32,150,75,500,Rain,light rain,10n,4,0
2561,1523923200,10.34,2.38,9.56,11.0,1000,87,10.8,160,75,500,Rain,light rain,10n,4,1
2562,1523926800,11.19,3.08,9.67,12.0,999,87,11.32,140,75,500,Rain,light rain,10n,4,2
2563,1523930400,11.19,4.88,9.67,12.0,999,87,8.75,140,75,500,Rain,light rain,10n,4,3
2564,1523934000,11.65,6.31,9.81,12.0,999,82,7.2,160,75,500,Rain,light rain,10n,4,4
2565,1523937600,11.27,6.2,9.82,12.0,1000,82,6.69,180,75,500,Rain,light rain,10n,4,5
2566,1523941200,11.29,3.08,9.91,12.0,1000,76,10.8,200,75,500,Rain,light rain,10n,4,6
2567,1523944800,10.82,3.94,9.77,11.0,1001,76,8.75,200,75,803,Clouds,broken clouds,04d,4,7
2568,1523948400,11.28,6.31,9.81,12.0,1002,76,6.17,180,75,803,Clouds,broken clouds,04d,4,8
2569,1523952000,11.32,5.18,9.97,12.0,1003,82,8.23,190,75,803,Clouds,broken clouds,04d,4,9
2570,1523955600,12.21,5.69,10.08,13.0,1003,77,8.75,190,40,802,Clouds,scattered clouds,03d,4,10
2571,1523959200,12.68,4.6,10.38,13.0,1003,72,10.8,210,40,802,Clouds,scattered clouds,03d,4,11
2572,1523962800,13.61,4.05,11.02,14.0,1004,67,12.86,210,40,802,Clouds,scattered clouds,03d,4,12
2573,1523966400,14.61,5.06,11.72,15.0,1005,63,12.86,210,40,802,Clouds,scattered clouds,03d,4,13
2574,1523970000,14.65,4.39,11.85,15.0,1006,63,13.89,200,40,802,Clouds,scattered clouds,03d,4,14
