,daytime,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,clouds_all,weather_id,weather_main,weather_description,weather_icon,month,hour
0,1514764800,4.15,-6.49,3.84,5.79,990,87,12.86,240,40,520,Rain,light intensity shower rain,09n,1,0
1,1514768400,4.14,-5.79,3.65,5.86,991,87,11.83,240,75,520,Rain,light intensity shower rain,09n,1,1
2,1514772000,4.61,-5.77,3.85,5.99,990,81,12.35,240,40,802,Clouds,scattered clouds,03n,1,2
3,1514775600,4.64,-5.73,4.0,6.14,990,81,12.35,240,40,802,Clouds,scattered clouds,03n,1,3
4,1514779200,5.04,-4.91,4.11,6.22,990,81,11.83,240,40,802,Clouds,scattered clouds,03n,1,4
5,1514782800,5.0,-3.15,3.78,6.07,990,81,9.26,240,75,803,Clouds,broken clouds,04n,1,5
6,1514786400,4.57,-2.21,3.42,5.9,990,81,7.2,240,75,803,Clouds,broken clouds,04n,1,6
7,1514790000,4.11,-1.5,3.25,5.84,991,87,5.66,230,75,803,Clouds,broken clouds,04n,1,7
8,1514793600,4.05,-2.29,3.39,5.35,991,87,6.69,240,75,803,Clouds,broken clouds,04n,1,8
9,1514797200,4.08,-2.98,3.55,5.47,992,87,7.72,240,40,802,Clouds,scattered clouds,03d,1,9
10,1514800800,5.02,-3.49,4.49,5.84,992,81,9.77,240,40,802,Clouds,scattered clouds,03d,1,10
11,1514804400,6.01,-4.14,5.64,6.56,994,81,12.35,260,40,802,Clouds,scattered clouds,03d,1,11
12,1514808000,7.01,-3.12,6.71,7.4,994,76,12.35,270,75,803,Clouds,broken clouds,04d,1,12
13,1514811600,7.43,-2.82,6.78,8.0,996,81,12.86,280,75,520,Rain,light intensity shower rain,09d,1,13
14,1514815200,6.65,-3.38,6.0,7.89,998,81,12.35,280,40,802,Clouds,scattered clouds,03d,1,14
15,1514818800,6.63,-2.85,6.0,7.87,999,87,11.83,290,75,520,Rain,light intensity shower rain,09d,1,15
16,1514822400,6.18,-2.85,6.0,7.62,1001,81,10.8,280,40,802,Clouds,scattered clouds,03d,1,16
17,1514826000,5.66,-2.38,5.0,7.29,1003,81,9.26,280,20,801,Clouds,few clouds,02n,1,17
18,1514829600,5.22,-0.92,5.0,7.0,1004,87,6.69,280,20,801,Clouds,few clouds,02n,1,18
19,1514833200,5.18,-2.05,5.0,6.85,1006,87,8.23,270,40,802,Clouds,scattered clouds,03n,1,19
20,1514836800,5.14,-2.27,4.87,6.69,1007,81,8.23,260,40,802,Clouds,scattered clouds,03n,1,20
21,1514840400,4.27,-3.64,4.0,6.53,1007,81,8.75,260,40,802,Clouds,scattered clouds,03n,1,21
22,1514844000,3.38,-3.95,3.0,6.2,1008,81,7.72,260,40,802,Clouds,scattered clouds,03n,1,22
23,1514847600,4.18,-2.82,3.94,6.07,1008,75,7.2,260,40,802,Clouds,scattered clouds,03n,1,23
24,1514851200,3.71,-2.28,3.0,5.8,1008,75,5.66,240,40,802,Clouds,scattered clouds,03n,1,0
25,1514854800,4.03,-2.27,2.45,5.62,1008,75,6.17,250,75,803,Clouds,broken clouds,04n,1,1
26,1514858400,4.44,0.35,2.91,5.68,1008,75,3.09,190,75,803,Clouds,broken clouds,04n,1,2
27,1514862000,4.44,0.35,2.86,5.7,1007,75,3.09,190,75,803,Clouds,broken clouds,04n,1,3
28,1514865600,4.9,1.6,3.52,6.02,1005,75,2.06,170,75,803,Clouds,broken clouds,04n,1,4
29,1514869200,5.83,0.52,4.28,7.0,1004,75,5.14,150,75,803,Clouds,broken clouds,04n,1,5
30,1514872800,6.02,2.36,5.0,7.39,1003,81,3.09,160,75,500,Rain,light rain,10n,1,6
31,1514876400,6.59,1.26,6.0,7.98,1000,93,6.17,140,75,500,Rain,light rain,10n,1,7
32,1514880000,7.5,3.23,7.0,8.33,998,87,4.63,160,75,500,Rain,light rain,10n,1,8
33,1514883600,8.93,2.08,8.03,9.0,998,87,8.75,220,75,500,Rain,light rain,10d,1,9
34,1514887200,8.97,0.69,8.39,9.21,997,87,10.8,230,40,802,Clouds,scattered clouds,03d,1,10
35,1514890800,9.03,1.49,8.81,9.58,997,87,9.77,250,75,803,Clouds,broken clouds,04d,1,11
36,1514894400,9.48,-0.2,8.88,10.0,998,76,12.35,250,75,803,Clouds,broken clouds,04d,1,12
37,1514898000,9.46,0.87,8.71,10.0,996,76,10.8,240,75,803,Clouds,broken clouds,04d,1,13
38,1514901600,9.45,1.21,8.55,10.0,996,76,10.29,240,75,500,Rain,light rain,10d,1,14
39,1514905200,8.58,1.65,8.0,9.28,995,87,8.75,220,75,500,Rain,light rain,10d,1,15
40,1514908800,8.08,3.42,7.88,9.02,992,93,5.66,210,90,500,Rain,light rain,10d,1,16
41,1514912400,8.07,2.84,7.98,8.84,988,87,6.17,190,75,803,Clouds,broken clouds,04n,1,17
42,1514916000,9.34,5.11,8.34,10.0,984,87,5.14,170,75,500,Rain,light rain,10n,1,18
43,1514919600,10.48,-0.17,9.88,11.0,982,82,14.4,230,75,803,Clouds,broken clouds,04n,1,19
44,1514923200,8.86,-5.09,8.0,11.01,983,71,18.01,250,20,801,Clouds,few clouds,02n,1,20
45,1514926800,8.06,-6.21,7.51,9.02,983,76,18.52,260,75,803,Clouds,broken clouds,04n,1,21
46,1514930400,6.56,-6.53,5.75,7.5,983,76,16.46,250,75,803,Clouds,broken clouds,04n,1,22
47,1514934000,5.68,-5.78,5.0,7.11,984,87,14.4,260,75,520,Rain,light intensity shower rain,09n,1,23
48,1514937600,5.18,-3.85,5.0,6.66,985,87,10.8,260,75,520,Rain,light intensity shower rain,09n,1,0
49,1514941200,5.14,-5.51,4.96,6.56,985,81,12.86,260,40,802,Clouds,scattered clouds,03n,1,1
50,1514944800,5.16,-6.39,5.0,6.69,986,87,14.4,250,40,802,Clouds,scattered clouds,03n,1,2
51,1514948400,5.53,-5.24,4.97,6.73,987,87,13.38,260,40,520,Rain,light intensity shower rain,09n,1,3
52,1514952000,5.18,-6.01,5.0,6.78,988,87,13.89,260,40,520,Rain,light intensity shower rain,09n,1,4
53,1514955600,5.19,-3.83,5.0,6.9,989,87,10.8,250,40,802,Clouds,scattered clouds,03n,1,5
54,1514959200,6.03,-2.84,5.7,6.85,989,87,10.8,250,40,520,Rain,light intensity shower rain,09n,1,6
55,1514962800,6.15,-6.49,6.0,7.66,990,81,15.95,260,40,802,Clouds,scattered clouds,03n,1,7
56,1514966400,7.0,-4.41,6.11,7.79,992,81,14.4,260,75,803,Clouds,broken clouds,04n,1,8
57,1514970000,6.99,-3.15,6.09,7.78,993,76,12.35,250,20,801,Clouds,few clouds,02d,1,9
58,1514973600,6.61,-3.59,6.0,7.65,994,76,12.35,250,20,801,Clouds,few clouds,02d,1,10
59,1514977200,7.09,-3.03,6.96,8.01,995,76,12.35,250,75,803,Clouds,broken clouds,04d,1,11
60,1514980800,7.13,-2.45,7.0,8.37,995,81,11.83,250,75,520,Rain,light intensity shower rain,09d,1,12
61,1514984400,8.01,-2.67,7.38,8.68,996,76,13.38,250,40,521,Rain,proximity shower rain,09d,1,13
62,1514988000,8.01,-2.3,7.33,8.7,996,76,12.86,250,40,521,Rain,proximity shower rain,09d,1,14
63,1514991600,7.62,-3.13,7.0,8.59,996,76,13.38,250,75,520,Rain,light intensity shower rain,09d,1,15
64,1514995200,8.0,-3.04,7.34,8.61,996,76,13.89,250,75,803,Clouds,broken clouds,04d,1,16
65,1514998800,8.01,-2.67,7.67,8.52,996,76,13.38,250,75,803,Clouds,broken clouds,04n,1,17
66,1515002400,7.04,-2.56,6.7,7.9,997,81,11.83,250,75,803,Clouds,broken clouds,04n,1,18
67,1515006000,7.03,-2.94,6.56,7.78,997,81,12.35,260,75,803,Clouds,broken clouds,04n,1,19
68,1515009600,7.04,-2.2,6.24,8.13,996,81,11.32,260,40,802,Clouds,scattered clouds,03n,1,20
69,1515013200,7.01,-1.32,6.08,7.93,996,76,9.77,250,40,802,Clouds,scattered clouds,03n,1,21
70,1515016800,6.05,-2.65,5.64,7.06,996,81,10.29,250,40,802,Clouds,scattered clouds,03n,1,22
71,1515020400,6.07,-1.18,5.28,7.4,996,81,8.23,240,40,802,Clouds,scattered clouds,03n,1,23
72,1515024000,6.06,0.07,5.31,7.29,996,87,6.69,230,75,803,Clouds,broken clouds,04n,1,0
73,1515027600,6.03,0.76,5.09,7.1,995,87,5.66,230,75,803,Clouds,broken clouds,04n,1,1
74,1515031200,5.59,-1.02,4.78,6.83,994,81,7.2,230,75,500,Rain,light rain,10n,1,2
75,1515034800,4.22,0.95,4.0,6.44,993,93,2.57,190,75,501,Rain,moderate rain,10n,1,3
76,1515038400,4.1,-0.99,3.61,5.55,991,93,5.14,140,75,501,Rain,moderate rain,10n,1,4
77,1515042000,4.17,-1.63,3.99,6.18,988,93,6.17,120,75,311,Drizzle,rain and drizzle,09n,1,5
78,1515045600,5.25,-2.87,5.0,7.77,985,93,9.77,140,75,311,Drizzle,rain and drizzle,09n,1,6
79,1515049200,7.02,0.57,5.0,9.0,984,100,8.23,150,75,803,Clouds,broken clouds,04n,1,7
80,1515052800,7.69,4.99,6.0,10.01,983,100,3.09,160,75,500,Rain,light rain,10n,1,8
81,1515056400,9.47,4.18,8.74,10.22,982,87,6.69,240,75,500,Rain,light rain,10d,1,9
82,1515060000,9.04,3.3,8.42,9.92,983,87,7.2,240,75,803,Clouds,broken clouds,04d,1,10
83,1515063600,5.22,-8.48,5.0,7.19,986,87,17.49,290,75,803,Clouds,broken clouds,04d,1,11
84,1515067200,4.61,-7.76,4.0,5.94,988,87,15.43,290,40,802,Clouds,scattered clouds,03d,1,12
85,1515070800,6.01,-4.14,5.9,6.36,990,81,12.35,280,75,803,Clouds,broken clouds,04d,1,13
86,1515074400,6.55,-3.66,6.0,7.05,991,76,12.35,280,75,803,Clouds,broken clouds,04d,1,14
87,1515078000,6.12,-2.57,5.97,7.32,991,81,10.29,270,40,802,Clouds,scattered clouds,03d,1,15
88,1515081600,5.67,-2.91,5.0,7.09,992,75,9.77,260,20,801,Clouds,few clouds,02d,1,16
89,1515085200,5.16,-1.52,4.95,6.85,991,81,7.2,260,40,802,Clouds,scattered clouds,03n,1,17
90,1515088800,5.12,-2.84,4.72,6.62,991,87,9.26,250,75,803,Clouds,broken clouds,04n,1,18
91,1515092400,5.07,-1.63,4.33,6.45,991,81,7.2,240,40,802,Clouds,scattered clouds,03n,1,19
92,1515096000,4.2,-1.03,3.94,6.28,991,87,5.14,220,75,803,Clouds,broken clouds,04n,1,20
93,1515099600,4.65,-0.68,3.99,6.25,991,81,5.14,230,40,802,Clouds,scattered clouds,03n,1,21
94,1515103200,4.54,-0.8,3.1,5.82,991,81,5.14,230,75,803,Clouds,broken clouds,04n,1,22
95,1515106800,4.09,-0.8,3.2,5.73,991,87,4.63,220,75,803,Clouds,broken clouds,04n,1,23
96,1515110400,4.09,-0.08,3.24,5.68,990,87,3.6,220,75,803,Clouds,broken clouds,04n,1,0
97,1515114000,4.06,0.96,3.04,5.59,989,87,2.06,230,75,803,Clouds,broken clouds,04n,1,1
98,1515117600,4.01,0.18,2.66,5.41,989,87,3.09,260,75,803,Clouds,broken clouds,04n,1,2
99,1515121200,3.63,-1.34,2.73,5.32,989,87,4.63,250,75,803,Clouds,broken clouds,04n,1,3
100,1515124800,2.75,-1.63,2.0,5.14,988,87,3.6,290,75,803,Clouds,broken clouds,04n,1,4
101,1515128400,2.23,-1.73,1.76,4.77,989,93,3.09,260,75,803,Clouds,broken clouds,04n,1,5
102,1515132000,2.25,-2.07,2.0,4.78,989,93,3.6,260,40,802,Clouds,scattered clouds,03n,1,6
103,1515135600,2.23,-2.45,2.0,4.7,989,93,4.12,270,40,802,Clouds,scattered clouds,03n,1,7
104,1515139200,2.21,-2.11,1.92,4.58,989,93,3.6,260,75,803,Clouds,broken clouds,04n,1,8
105,1515142800,2.59,-2.39,1.95,4.56,990,93,4.63,250,75,803,Clouds,broken clouds,04d,1,9
106,1515146400,3.07,-1.99,2.22,4.65,990,87,4.63,250,75,803,Clouds,broken clouds,04d,1,10
107,1515150000,3.56,-1.42,3.0,5.07,991,87,4.63,250,75,803,Clouds,broken clouds,04d,1,11
108,1515153600,4.53,0.43,4.0,5.62,991,87,3.6,230,75,803,Clouds,broken clouds,04d,1,12
109,1515157200,5.94,1.36,5.18,6.0,991,75,4.12,220,75,803,Clouds,broken clouds,04d,1,13
110,1515160800,5.53,-0.19,4.74,6.17,991,75,5.66,230,75,803,Clouds,broken clouds,04d,1,14
111,1515164400,5.46,1.34,4.61,6.2,992,81,3.6,220,75,803,Clouds,broken clouds,04d,1,15
112,1515168000,5.01,0.82,4.07,6.03,992,81,3.6,210,40,802,Clouds,scattered clouds,03d,1,16
113,1515171600,4.04,-0.3,2.88,5.61,993,81,3.6,190,40,802,Clouds,scattered clouds,03n,1,17
114,1515175200,3.97,0.13,2.45,5.39,994,87,3.09,180,75,803,Clouds,broken clouds,04n,1,18
115,1515178800,3.0,-0.99,1.36,5.25,995,87,3.09,150,75,803,Clouds,broken clouds,04n,1,19
116,1515182400,3.22,-0.75,1.0,5.18,996,84,3.0,140,40,802,Clouds,scattered clouds,03n,1,20
117,1515186000,2.49,-1.07,0.71,5.2,997,93,2.57,150,40,802,Clouds,scattered clouds,03n,1,21
118,1515189600,1.31,-2.07,0.0,5.25,998,93,2.06,130,75,803,Clouds,broken clouds,04n,1,22
119,1515193200,1.42,-0.7,0.0,5.55,999,100,0.51,0,75,803,Clouds,broken clouds,04n,1,23
120,1515196800,0.94,-2.85,0.0,5.21,1001,93,2.57,40,40,802,Clouds,scattered clouds,03n,1,0
121,1515200400,0.86,-2.79,-0.07,5.29,1002,100,2.57,50,75,803,Clouds,broken clouds,04n,1,1
122,1515204000,1.44,-3.0,1.0,5.4,1003,93,3.6,50,75,803,Clouds,broken clouds,04n,1,2
123,1515207600,2.82,-2.13,2.0,5.7,1004,93,4.63,60,75,803,Clouds,broken clouds,04n,1,3
124,1515211200,3.72,-2.68,3.0,5.85,1005,87,6.69,60,40,802,Clouds,scattered clouds,03n,1,4
125,1515214800,4.58,-2.2,3.56,5.84,1006,81,7.2,50,75,803,Clouds,broken clouds,04n,1,5
126,1515218400,4.98,-2.46,3.87,5.87,1008,81,8.23,50,75,803,Clouds,broken clouds,04n,1,6
127,1515222000,5.4,-1.97,4.07,6.07,1009,81,8.23,50,75,803,Clouds,broken clouds,04n,1,7
128,1515225600,5.42,-2.48,4.27,6.16,1011,75,8.75,50,75,803,Clouds,broken clouds,04n,1,8
129,1515229200,5.43,-3.19,4.42,6.19,1012,75,9.77,50,75,803,Clouds,broken clouds,04d,1,9
130,1515232800,5.96,-2.22,5.0,6.26,1014,75,9.26,50,75,803,Clouds,broken clouds,04d,1,10
131,1515236400,5.98,-2.19,5.25,6.26,1015,75,9.26,60,75,803,Clouds,broken clouds,04d,1,11
132,1515240000,5.98,-2.7,5.3,6.23,1016,70,9.77,60,75,803,Clouds,broken clouds,04d,1,12
133,1515243600,5.99,-3.41,5.47,6.27,1017,70,10.8,50,40,802,Clouds,scattered clouds,03d,1,13
134,1515247200,5.48,-2.92,4.86,6.19,1018,70,9.26,50,40,802,Clouds,scattered clouds,03d,1,14
135,1515250800,5.06,-4.48,4.58,6.08,1019,70,10.8,40,75,803,Clouds,broken clouds,04d,1,15
136,1515254400,5.03,-3.22,4.26,6.02,1020,65,8.75,50,75,803,Clouds,broken clouds,04d,1,16
137,1515258000,4.53,-3.65,3.81,5.88,1021,70,8.75,40,75,803,Clouds,broken clouds,04n,1,17
138,1515261600,4.51,-3.17,3.64,5.83,1023,75,8.23,50,75,803,Clouds,broken clouds,04n,1,18
139,1515265200,4.51,-1.72,3.6,5.8,1024,75,6.17,60,75,520,Rain,light intensity shower rain,09n,1,19
140,1515268800,4.11,-2.32,3.44,5.82,1024,70,6.17,70,75,803,Clouds,broken clouds,04n,1,20
141,1515272400,4.11,-2.9,3.46,5.75,1026,75,7.2,50,75,803,Clouds,broken clouds,04n,1,21
142,1515276000,3.61,-1.52,3.0,5.48,1026,81,4.63,60,20,801,Clouds,few clouds,02n,1,22
143,1515279600,3.24,-2.3,3.0,5.56,1027,81,5.14,60,20,801,Clouds,few clouds,02n,1,23
144,1515283200,2.76,-2.7,2.0,5.4,1027,87,5.14,50,40,802,Clouds,scattered clouds,03n,1,0
145,1515286800,3.17,-2.23,2.64,5.3,1027,87,5.14,50,40,802,Clouds,scattered clouds,03n,1,1
146,1515290400,3.13,-1.56,2.3,5.19,1028,87,4.12,50,40,802,Clouds,scattered clouds,03n,1,2
147,1515294000,2.26,-2.06,2.0,5.03,1028,93,3.6,60,20,801,Clouds,few clouds,02n,1,3
148,1515297600,1.41,-3.04,1.0,4.93,1028,93,3.6,70,40,802,Clouds,scattered clouds,03n,1,4
149,1515301200,1.03,-3.6,-1.0,4.72,1029,87,3.6,80,40,802,Clouds,scattered clouds,03n,1,5
150,1515304800,0.58,-4.5,-1.0,4.69,1029,86,4.12,90,40,802,Clouds,scattered clouds,03n,1,6
151,1515308400,1.59,-4.31,-2.0,4.85,1029,75,5.14,80,40,802,Clouds,scattered clouds,03n,1,7
152,1515312000,2.42,-3.98,-1.0,5.0,1030,65,5.66,80,75,803,Clouds,broken clouds,04n,1,8
153,1515315600,2.41,-3.63,-1.0,5.0,1031,65,5.14,90,75,803,Clouds,broken clouds,04d,1,9
154,1515319200,4.79,-0.97,2.63,5.07,1031,65,5.14,90,75,803,Clouds,broken clouds,04d,1,10
155,1515322800,4.95,-1.36,3.88,5.29,1031,70,6.17,100,75,803,Clouds,broken clouds,04d,1,11
156,1515326400,5.41,-1.83,4.1,6.0,1030,61,7.2,100,75,803,Clouds,broken clouds,04d,1,12
157,1515330000,5.37,-0.67,4.28,6.0,1030,65,5.66,100,75,803,Clouds,broken clouds,04d,1,13
158,1515333600,5.02,-2.51,4.93,5.48,1029,65,7.72,110,75,803,Clouds,broken clouds,04d,1,14
159,1515337200,5.0,-1.45,4.68,5.37,1029,65,6.17,90,75,803,Clouds,broken clouds,04d,1,15
160,1515340800,4.05,-1.66,3.25,5.14,1029,70,5.14,110,75,803,Clouds,broken clouds,04d,1,16
161,1515344400,3.11,-2.73,2.27,4.79,1029,70,5.14,100,75,803,Clouds,broken clouds,04n,1,17
162,1515348000,1.83,-4.41,1.0,4.49,1029,75,5.66,90,75,803,Clouds,broken clouds,04n,1,18
163,1515351600,1.71,-4.79,1.0,4.27,1029,80,6.17,100,75,803,Clouds,broken clouds,04n,1,19
164,1515355200,2.12,-3.86,1.04,4.09,1028,69,5.14,110,75,803,Clouds,broken clouds,04n,1,20
165,1515358800,2.1,-4.0,0.97,3.98,1028,64,5.14,100,75,803,Clouds,broken clouds,04n,1,21
166,1515362400,1.57,-4.34,0.33,3.58,1028,75,5.14,110,40,802,Clouds,scattered clouds,03n,1,22
167,1515366000,1.61,-4.54,0.2,3.44,1027,64,5.14,100,40,802,Clouds,scattered clouds,03n,1,23
168,1515369600,1.06,-4.93,-0.09,3.27,1027,74,5.14,100,40,802,Clouds,scattered clouds,03n,1,0
169,1515373200,0.56,-5.36,-1.0,3.06,1026,80,5.14,100,40,802,Clouds,scattered clouds,03n,1,1
170,1515376800,-0.28,-6.3,-2.0,2.95,1026,80,5.14,100,40,802,Clouds,scattered clouds,03n,1,2
171,1515380400,-0.28,-6.18,-2.0,2.97,1025,86,5.14,100,40,802,Clouds,scattered clouds,03n,1,3
172,1515384000,0.19,-5.9,-0.95,2.88,1025,74,5.14,110,40,802,Clouds,scattered clouds,03n,1,4
173,1515387600,-0.7,-5.69,-2.0,2.89,1024,80,3.6,120,40,802,Clouds,scattered clouds,03n,1,5
174,1515391200,-0.7,-5.69,-2.0,2.91,1024,80,3.6,90,40,802,Clouds,scattered clouds,03n,1,6
175,1515394800,-0.3,-4.89,-2.0,2.99,1023,80,3.09,100,40,802,Clouds,scattered clouds,03n,1,7
176,1515398400,-0.29,-5.23,-2.0,3.08,1023,80,3.6,90,3,800,Clear,sky is clear,01n,1,8
177,1515402000,-0.97,-6.1,-2.0,3.07,1023,74,3.6,90,4,800,Clear,sky is clear,01d,1,9
178,1515405600,1.66,-3.88,1.0,3.65,1022,75,4.63,100,40,802,Clouds,scattered clouds,03d,1,10
179,1515409200,4.37,-2.05,2.91,5.0,1021,56,5.66,120,20,801,Clouds,few clouds,02d,1,11
180,1515412800,4.83,-2.15,3.53,5.0,1020,60,6.69,140,20,801,Clouds,few clouds,02d,1,12
181,1515416400,4.84,-1.99,3.55,5.0,1019,65,6.69,140,20,801,Clouds,few clouds,02d,1,13
182,1515420000,4.78,-1.78,3.12,5.0,1018,75,6.69,130,40,802,Clouds,scattered clouds,03d,1,14
183,1515423600,3.97,-3.06,3.49,4.19,1018,75,7.2,150,75,803,Clouds,broken clouds,04d,1,15
184,1515427200,3.5,-2.52,2.43,4.13,1017,75,5.66,150,75,803,Clouds,broken clouds,04d,1,16
185,1515430800,3.09,-3.59,2.0,4.22,1016,80,6.7,140,75,803,Clouds,broken clouds,04n,1,17
186,1515434400,3.51,-4.15,2.18,4.41,1016,81,8.23,140,75,803,Clouds,broken clouds,04n,1,18
187,1515438000,3.54,-2.88,2.35,4.58,1015,87,6.69,140,75,803,Clouds,broken clouds,04n,1,19
188,1515441600,3.57,-3.57,2.55,4.71,1014,87,7.72,140,75,803,Clouds,broken clouds,04n,1,20
189,1515445200,3.59,-3.18,2.74,4.81,1013,87,7.2,150,75,803,Clouds,broken clouds,04n,1,21
190,1515448800,3.59,-4.98,2.77,4.8,1012,87,9.77,140,75,803,Clouds,broken clouds,04n,1,22
191,1515452400,3.6,-4.26,2.81,4.87,1011,87,8.75,150,75,803,Clouds,broken clouds,04n,1,23
192,1515456000,3.62,-2.27,2.91,4.97,1010,93,6.17,150,75,803,Clouds,broken clouds,04n,1,0
193,1515459600,4.05,-3.01,3.3,5.21,1009,87,7.72,160,75,803,Clouds,broken clouds,04n,1,1
194,1515463200,4.08,-2.26,3.47,5.33,1008,87,6.69,170,75,803,Clouds,broken clouds,04n,1,2
195,1515466800,4.13,-1.67,3.82,5.56,1007,93,6.17,140,75,803,Clouds,broken clouds,04n,1,3
196,1515470400,4.6,-1.84,4.0,6.06,1006,93,7.2,140,75,300,Drizzle,light intensity drizzle,09n,1,4
197,1515474000,4.68,-1.55,4.0,6.48,1006,100,7.2,160,75,300,Drizzle,light intensity drizzle,09n,1,5
198,1515477600,5.14,-3.36,5.0,6.59,1004,93,10.29,150,75,300,Drizzle,light intensity drizzle,09n,1,6
199,1515481200,5.11,-1.96,4.85,6.38,1003,93,8.23,160,75,300,Drizzle,light intensity drizzle,09n,1,7
200,1515484800,5.09,-4.5,4.66,6.27,1002,93,11.83,140,75,300,Drizzle,light intensity drizzle,09n,1,8
201,1515488400,5.1,-2.69,4.74,6.39,1002,93,9.26,140,75,300,Drizzle,light intensity drizzle,09d,1,9
202,1515492000,5.05,-3.11,4.66,5.91,1001,93,9.77,140,75,300,Drizzle,light intensity drizzle,09d,1,10
203,1515495600,5.52,-3.06,5.0,6.36,1000,100,10.8,140,75,300,Drizzle,light intensity drizzle,09d,1,11
204,1515499200,6.08,-2.24,5.93,6.99,999,93,10.29,140,75,300,Drizzle,light intensity drizzle,09d,1,12
205,1515502800,6.56,-0.22,6.0,7.53,997,93,8.23,140,75,300,Drizzle,light intensity drizzle,09d,1,13
206,1515506400,6.61,0.42,6.0,7.9,996,100,7.72,140,75,300,Drizzle,light intensity drizzle,09d,1,14
207,1515510000,7.48,0.17,7.0,8.04,995,93,9.26,140,75,300,Drizzle,light intensity drizzle,09d,1,15
208,1515513600,7.49,-1.98,7.0,8.18,994,93,12.35,150,75,300,Drizzle,light intensity drizzle,09d,1,16
209,1515517200,7.51,-1.23,7.0,8.3,994,93,11.32,150,75,310,Drizzle,light intensity drizzle rain,09n,1,17
210,1515520800,7.99,-0.65,7.54,8.38,994,93,11.32,140,75,310,Drizzle,light intensity drizzle rain,09n,1,18
211,1515524400,8.42,2.04,7.8,9.0,994,93,8.23,170,75,310,Drizzle,light intensity drizzle rain,09n,1,19
212,1515528000,8.05,4.97,7.64,8.84,994,87,3.09,180,75,803,Clouds,broken clouds,04n,1,20
213,1515531600,7.2,4.15,7.0,8.84,995,93,3.09,230,75,803,Clouds,broken clouds,04n,1,21
214,1515535200,5.79,1.73,5.0,8.14,996,93,4.12,220,75,803,Clouds,broken clouds,04n,1,22
215,1515538800,6.0,2.35,4.56,7.29,997,93,3.6,230,75,803,Clouds,broken clouds,04n,1,23
216,1515542400,5.07,0.7,3.38,6.54,998,87,4.12,220,75,803,Clouds,broken clouds,04n,1,0
217,1515546000,5.0,0.79,3.8,6.04,998,93,4.12,250,40,802,Clouds,scattered clouds,03n,1,1
218,1515549600,4.44,-0.04,2.17,5.64,998,87,4.12,250,40,802,Clouds,scattered clouds,03n,1,2
219,1515553200,4.02,0.72,2.82,5.3,999,93,2.57,260,40,802,Clouds,scattered clouds,03n,1,3
220,1515556800,4.46,0.15,2.72,5.1,1000,93,4.12,250,75,803,Clouds,broken clouds,04n,1,4
221,1515560400,4.43,0.84,2.61,5.0,1000,93,3.09,240,75,803,Clouds,broken clouds,04n,1,5
222,1515564000,3.86,-0.55,0.92,5.0,1001,93,4.12,250,75,803,Clouds,broken clouds,04n,1,6
223,1515567600,3.48,-0.64,2.1,4.11,1001,93,3.6,260,20,801,Clouds,few clouds,02n,1,7
224,1515571200,2.54,0.29,1.22,3.84,1002,87,0.51,0,20,801,Clouds,few clouds,02n,1,8
225,1515574800,1.14,-1.03,0.0,3.61,1002,100,0.51,360,20,741,Fog,fog,50d,1,9
226,1515578400,2.48,-0.19,1.0,4.0,1003,100,1.54,0,20,801,Clouds,few clouds,02d,1,10
227,1515582000,5.53,3.23,3.2,7.0,1003,93,1.54,130,20,801,Clouds,few clouds,02d,1,11
228,1515585600,6.57,3.56,4.45,7.0,1003,87,2.57,150,20,801,Clouds,few clouds,02d,1,12
229,1515589200,6.2,2.76,4.77,7.0,1003,87,3.09,60,40,802,Clouds,scattered clouds,03d,1,13
230,1515592800,6.22,2.61,4.83,7.0,1003,93,3.6,70,75,803,Clouds,broken clouds,04d,1,14
231,1515596400,5.35,1.57,4.78,6.0,1004,93,3.6,60,75,741,Fog,fog,50d,1,15
232,1515600000,4.49,1.1,4.0,5.0,1004,100,3.09,60,90,741,Fog,fog,50d,1,16
233,1515603600,4.12,0.66,3.98,5.44,1005,100,3.09,50,90,741,Fog,fog,50n,1,17
234,1515607200,4.64,0.36,4.0,6.16,1005,93,4.12,30,90,741,Fog,fog,50n,1,18
235,1515610800,4.24,0.45,4.0,6.61,1006,100,3.6,40,90,741,Fog,fog,50n,1,19
236,1515614400,4.33,1.27,4.0,7.11,1007,100,2.57,350,75,741,Fog,fog,50n,1,20
237,1515618000,5.19,1.58,4.9,7.31,1008,100,3.6,10,75,803,Clouds,broken clouds,04n,1,21
238,1515621600,5.03,0.31,3.62,6.78,1009,100,5.14,20,90,741,Fog,fog,50n,1,22
239,1515625200,5.03,0.31,3.73,6.69,1010,100,5.14,20,90,741,Fog,fog,50n,1,23
241,1515628800,4.5,0.39,3.19,6.33,1011,100,4.12,20,75,741,Fog,fog,50n,1,0
243,1515632400,4.46,0.71,2.86,6.1,1012,100,3.6,360,75,741,Fog,fog,50n,1,1
244,1515636000,4.03,0.92,3.0,6.07,1013,100,2.57,350,75,701,Mist,mist,50n,1,2
246,1515639600,2.71,-0.64,1.0,5.8,1014,100,2.57,320,75,741,Fog,fog,50n,1,3
247,1515643200,3.21,-0.42,2.0,5.91,1015,100,3.09,330,75,803,Clouds,broken clouds,04n,1,4
248,1515646800,3.24,-0.38,2.0,6.0,1016,100,3.09,30,75,803,Clouds,broken clouds,04n,1,5
