,line_id,route_id,direction,stoppoint_id,progr_number
921,122,20,2,1423,1
922,122,20,2,1424,2
923,122,20,2,1425,3
924,122,20,2,1426,4
925,122,20,2,1427,5
926,122,20,2,1428,6
927,122,20,2,1429,7
928,122,20,2,1430,8
929,122,20,2,1432,9
930,122,20,2,1433,10
931,122,20,2,1434,11
932,122,20,2,1435,12
933,122,20,2,1660,48
934,122,20,2,1661,49
935,122,20,2,4322,52
936,122,20,2,4498,47
937,122,20,2,4523,50
938,122,20,2,4524,51
939,122,20,2,7439,13
940,122,20,2,7454,14
941,122,20,2,7589,26
942,123,34,1,274,30
943,123,34,1,499,34
944,123,34,1,500,35
945,123,34,1,501,36
946,123,34,1,1359,29
947,123,34,1,1377,18
948,123,34,1,1378,19
949,123,34,1,1423,5
950,123,34,1,1424,6
951,123,34,1,1425,7
952,123,34,1,1426,8
953,123,34,1,1463,9
954,123,34,1,1464,12
955,123,34,1,1465,14
956,123,34,1,1466,15
957,123,34,1,1467,16
958,123,34,1,1468,17
959,123,34,1,1469,13
960,123,34,1,1481,38
961,123,34,1,1484,37
962,123,34,1,1486,40
963,123,34,1,1487,41
964,123,34,1,1488,42
965,123,34,1,1489,43
966,123,34,1,1490,44
967,123,34,1,1505,32
968,123,34,1,1995,22
969,123,34,1,1996,23
970,123,34,1,1997,24
971,123,34,1,1998,25
972,123,34,1,1999,26
973,123,34,1,2001,27
974,123,34,1,2002,28
975,123,34,1,2183,2
976,123,34,1,2184,3
977,123,34,1,2185,4
978,123,34,1,4399,10
979,123,34,1,4400,11
980,123,34,1,4509,33
981,123,34,1,4514,20
982,123,34,1,4515,21
983,123,34,1,6057,1
984,123,34,1,7164,31
985,123,34,1,7320,39
986,123,36,2,272,17
987,123,36,2,335,18
988,123,36,2,509,12
989,123,36,2,510,13
990,123,36,2,511,14
991,123,36,2,513,15
992,123,36,2,1278,19
993,123,36,2,1369,28
994,123,36,2,1370,29
995,123,36,2,1371,30
996,123,36,2,1419,41
997,123,36,2,1453,33
998,123,36,2,1454,31
999,123,36,2,1455,32
1000,123,36,2,1456,34
1001,123,36,2,1457,35
1002,123,36,2,1458,36
1003,123,36,2,1459,37
1004,123,36,2,1460,38
1005,123,36,2,1462,39
1006,123,36,2,1482,4
1007,123,36,2,1485,10
1008,123,36,2,1491,1
1009,123,36,2,1492,2
1010,123,36,2,1493,3
1011,123,36,2,1494,5
1012,123,36,2,1495,6
1013,123,36,2,1496,7
1014,123,36,2,1499,9
1015,123,36,2,1515,8
1016,123,36,2,1934,20
1017,123,36,2,1935,21
1018,123,36,2,1937,22
1019,123,36,2,1938,23
1020,123,36,2,1939,24
1021,123,36,2,1940,25
1022,123,36,2,1941,26
1023,123,36,2,2102,43
1024,123,36,2,2103,44
1025,123,36,2,4513,16
1026,123,36,2,4516,27
1027,123,36,2,4518,11
1028,123,36,2,5149,40
1029,123,36,2,6056,47
1030,123,36,2,6094,42
1031,123,36,2,7153,46
1032,123,36,2,7154,45
1033,13,60,1,37,15
1034,13,60,1,38,16
1035,13,60,1,39,17
1036,13,60,1,44,22
1037,13,60,1,45,24
1038,13,60,1,46,25
1039,13,60,1,47,26
1040,13,60,1,48,27
1041,13,60,1,49,28
1042,13,60,1,51,29
1043,13,60,1,52,30
1044,13,60,1,107,7
1045,13,60,1,110,10
1046,13,60,1,112,11
1047,13,60,1,113,12
1048,13,60,1,114,13
1049,13,60,1,115,14
1050,13,60,1,116,18
1051,13,60,1,117,19
1052,13,60,1,118,20
1053,13,60,1,119,21
1054,13,60,1,261,31
1055,13,60,1,270,32
1056,13,60,1,327,2
1057,13,60,1,335,33
1058,13,60,1,1935,35
1059,13,60,1,1937,36
1060,13,60,1,1938,37
1061,13,60,1,1939,38
1062,13,60,1,1940,39
1063,13,60,1,1941,40
1064,13,60,1,1942,41
1065,13,60,1,1943,42
1066,13,60,1,1944,43
1067,13,60,1,1945,44
1068,13,60,1,1946,45
1069,13,60,1,1947,46
1070,13,60,1,1948,47
1071,13,60,1,1949,48
1072,13,60,1,1950,49
1073,13,60,1,1951,50
1074,13,60,1,1952,51
1075,13,60,1,1953,52
1076,13,60,1,1954,53
1077,13,60,1,1955,54
1078,13,60,1,1956,55
1079,13,60,1,1957,56
1080,13,60,1,1958,57
1081,13,60,1,1959,58
1082,13,60,1,1960,59
1083,13,60,1,1963,61
1084,13,60,1,1964,63
1085,13,60,1,2136,74
1086,13,60,1,2137,75
1087,13,60,1,2138,77
1088,13,60,1,2139,78
1089,13,60,1,2140,79
1090,13,60,1,2141,80
1091,13,60,1,2142,81
1092,13,60,1,2143,82
1093,13,60,1,2145,83
1094,13,60,1,2160,67
1095,13,60,1,2161,68
1096,13,60,1,2165,85
1097,13,60,1,2166,86
1098,13,60,1,4379,60
1099,13,60,1,4521,34
1100,13,60,1,4545,87
1101,13,60,1,4549,62
1102,13,60,1,4552,88
1103,13,60,1,4554,89
1104,13,60,1,4663,65
1105,13,60,1,4664,66
1106,13,60,1,4665,69
1107,13,60,1,4666,70
1108,13,60,1,4667,71
1109,13,60,1,4668,72
1110,13,60,1,4670,84
1111,13,60,1,4674,64
1112,13,60,1,4677,73
1113,13,60,1,4683,6
1114,13,60,1,6016,3
1115,13,60,1,6017,4
1116,13,60,1,6125,8
1117,13,60,1,6235,1
1118,13,60,1,7092,9
1119,13,60,1,7192,5
1120,13,60,1,7201,76
1121,13,60,1,7229,90
1122,13,60,1,7603,23
1123,13,67,2,7,56
1124,13,67,2,11,57
1125,13,67,2,14,58
1126,13,67,2,15,59
1127,13,67,2,17,60
1128,13,67,2,18,61
1129,13,67,2,19,62
1130,13,67,2,21,63
1131,13,67,2,27,70
1132,13,67,2,28,71
1133,13,67,2,29,72
1134,13,67,2,85,65
1135,13,67,2,86,66
1136,13,67,2,87,67
1137,13,67,2,88,68
1138,13,67,2,89,69
1139,13,67,2,90,74
1140,13,67,2,91,75
1141,13,67,2,92,76
1142,13,67,2,93,77
1143,13,67,2,94,78
1144,13,67,2,102,79
1145,13,67,2,104,81
1146,13,67,2,105,83
1147,13,67,2,281,55
1148,13,67,2,319,54
1149,13,67,2,322,88
1150,13,67,2,323,89
1151,13,67,2,1359,53
1152,13,67,2,1965,27
1153,13,67,2,1966,28
1154,13,67,2,1975,29
1155,13,67,2,1977,30
1156,13,67,2,1978,31
1157,13,67,2,1980,32
1158,13,67,2,1981,33
1159,13,67,2,1982,34
1160,13,67,2,1984,36
1161,13,67,2,1985,37
1162,13,67,2,1986,38
1163,13,67,2,1987,39
1164,13,67,2,1988,40
1165,13,67,2,1989,41
1166,13,67,2,1990,42
1167,13,67,2,1992,43
1168,13,67,2,1993,44
1169,13,67,2,1994,45
1170,13,67,2,1995,46
