,stop_id,name,lat,lon
289,416,RDS Ballsbridge,53.328639920120104,-6.22936956914697
290,417,Merrion Road,53.327699585653285,-6.22597042048849
291,418,British Embassy,53.325719810514094,-6.223395297526129
292,419,Shrewsbury Park,53.323995105844496,-6.22044950312346
293,420,Merlyn Road,53.321910801291295,-6.217503921727428
294,421,Merrion View Avenue,53.320005179424285,-6.214491120422361
295,422,St Vincent's Hosp,53.31806419186579,-6.21032428070776
296,423,Herbert Avenue,53.317148504137,-6.20740565828112
297,424,Merrion Gates,53.3153943802017,-6.20372686621338
298,476,Merrion Gates,53.315751526373504,-6.20476252273258
299,477,Herbert Avenue,53.31686305468511,-6.2069523200932695
300,478,St Vincent's Hosp,53.318114298918296,-6.21126782530883
301,479,Merrion Centre,53.319143967623795,-6.21340128669965
302,480,Netherlands Embassy,53.32084997999001,-6.216287205367651
303,481,Wanderers FC,53.3223446397574,-6.21826644297952
304,482,Shrewsbury Road,53.3247277780876,-6.22196529496766
305,483,British Embassy,53.3259441074967,-6.223971480523231
306,485,RDS Ballsbridge,53.3282515101299,-6.22863497077614
307,487,American Embassy,53.3308552893834,-6.23390230837204
308,488,Lansdowne Park,53.333098554631995,-6.236076947011019
309,489,St Mary's Rd South,53.334942003147795,-6.2373523126561485
310,490,Haddington Road,53.336573841915396,-6.23890680600162
311,491,Mount Street Bridge,53.337814053511714,-6.24133351088669
312,492,Mount Street Lower,53.3385846851446,-6.24361446215904
313,493,Holles Street,53.3398534163799,-6.24737682273893
314,494,Clare Street,53.341435583359,-6.25168225233912
315,495,Pearse Station,53.3435913198155,-6.24974670516899
316,496,Busáras,53.3494968761366,-6.2522235786816
317,497,Connolly,53.3505260754016,-6.25069434322377
318,499,Summerhill Parade,53.35745033861861,-6.249088626862191
319,500,Ballybough Road,53.35903607632029,-6.2462891552817785
320,501,Clonliffe Avenue,53.3607056846908,-6.24369637425139
321,509,Ballybough Road,53.360601349361495,-6.24332503950189
322,510,Charleville Avenue,53.3591893775426,-6.245711927237362
323,511,Summerhill Parade,53.3575155897157,-6.248635233370191
324,513,Rutland Street,53.355211962984114,-6.25397276810393
325,515,Portland Row,53.3535348728268,-6.24809240079494
326,516,North Strand Road,53.3556839194156,-6.24570568436261
327,518,Waterloo Avenue,53.358904162431,-6.24099094394505
328,519,North Strand Road,53.3603387601192,-6.239534528658919
329,521,Annesley Bridge Road,53.3616370470509,-6.237978460685482
330,522,Fairview,53.3632889490314,-6.23541597469792
331,523,Marino College,53.364285453714714,-6.23169333166141
332,525,Howth Road,53.364960873513695,-6.226330911163111
333,526,Copeland Grove,53.366869572150705,-6.22111227858026
334,527,St Lawrence Road,53.3680198762304,-6.21267888054439
335,528,Castle Grove,53.3692640807,-6.20993674463172
336,529,Collins Avenue,53.3705774149481,-6.20761234516723
337,530,Killester,53.3712245323475,-6.20402332968275
338,531,The Demesne,53.3732509125134,-6.20130788472607
339,532,The Meadows,53.375802080406196,-6.19347468575645
340,533,Ennafort Park,53.3775832778058,-6.18705613952435
341,534,Cill Eanna,53.3787502415627,-6.1816402899894
342,535,Raheny,53.3802570730373,-6.177306957113661
343,536,Raheny Library,53.380423756711,-6.17351172677598
344,537,Avondale Park,53.3799012003082,-6.1681526349771785
345,538,Maywood,53.3801380645897,-6.164264183188468
346,539,Foxfield,53.380673661813,-6.159355641537499
347,540,Blackbanks Coast,53.3813362763715,-6.15511794353322
348,541,James Larkin Road,53.381872707753296,-6.152028068446572
349,542,Blackbanks,53.3836619200484,-6.146267949928991
350,591,Kilbarrack Road,53.3841675899819,-6.1446824866416
351,592,James Larkin Road,53.3827330098133,-6.14838287246937
352,593,Blackbanks,53.3818486949724,-6.151638257164099
353,594,Howth Road,53.38116336556029,-6.155561362132549
354,595,Foxfield,53.3805999504448,-6.15923856299824
355,596,The Old Shieling,53.38025284332729,-6.16179397207683
356,597,Maywood,53.379898135843604,-6.165612355367268
357,598,Avondale Park,53.379846629562905,-6.1692823774202505
358,599,Raheny Library,53.380300318921,-6.17308107835297
359,600,Raheny,53.3802479252415,-6.1761198105253206
360,601,Cill Eanna,53.3792234833207,-6.17966599663786
361,602,Wade's Avenue,53.3781425247933,-6.183049071009831
362,603,Ennafort Park,53.3773821590119,-6.18742542966489
363,604,Ennafort Road,53.3763546440125,-6.190790859734402
364,605,The Meadows,53.3756666621091,-6.193435326606388
365,606,St Bridgets Church,53.3747089784039,-6.19786466034232
366,607,The Demense,53.3725157799941,-6.2020302137195005
367,608,Killester,53.37107838446629,-6.204465314765558
368,609,Castle Grove,53.3698375440806,-6.2086202564896205
369,610,Ashbrook,53.3683623013095,-6.211537455274321
370,611,Hollybrook Park,53.3667546791219,-6.2188329221112895
371,612,Copeland Avenue,53.3657562265207,-6.22420912998324
372,613,Marino Crescent Park,53.364617470991895,-6.226810998384559
373,614,Fairview,53.3636380024156,-6.23349323029591
374,615,Annesley Bridge,53.3619064164568,-6.23735129893029
375,616,Nth Strand Fire Stn,53.359844713805714,-6.23955489630255
376,617,Strandville Avenue,53.3578945210736,-6.24200909637442
377,618,Newcomen Bridge,53.35610117796929,-6.244742067603201
378,619,Amiens Street,53.354044625043,-6.24730533351979
379,620,Talbot Street,53.350961094443704,-6.252779556903441
380,621,Talbot Street,53.350517775917595,-6.25626764847559
381,624,Ribh Road,53.38018530713321,-6.18912523804644
382,625,Lein Gardens,53.3817875653858,-6.18632129728294
383,626,Edenmore Green,53.3844945184184,-6.184056419159
384,627,Edenmore Green,53.38540701702029,-6.18200303261629
385,628,Edenmore Grove,53.3869549963236,-6.1839065792035495
386,629,Edenmore Drive,53.3865279695261,-6.18596942471487
387,630,Springdale Road,53.3872439958543,-6.1893217522728206
388,633,Tonlegee Drive,53.3896443404853,-6.18935518044474
389,634,Tonlegee Avenue,53.3902751966557,-6.184141109209981
390,635,Glenwood Road,53.3890225360691,-6.18392380127641
391,636,Glenfarne Road,53.3888586595197,-6.18674234809091
392,637,Springdale Road,53.3877918262056,-6.18988485424514
393,638,Edenmore Avenue,53.3867623213274,-6.18837999607747
394,639,Edenmore Park,53.3863330185355,-6.1867444607558895
395,640,Edenmore Grove,53.3867053852028,-6.18345113980018
396,641,Edenmore Green,53.385826382848386,-6.182391081461871
397,642,Edenmore Green,53.3847318483083,-6.18311422897609
398,643,St Josephs Hospital,53.3835661358844,-6.183885468341018
399,644,Lein Park,53.3823625142349,-6.1857105766460885
400,645,Ribh Road,53.3801688019276,-6.188629880486209
401,649,All Saints Road,53.3762836659138,-6.18966656708737
402,650,Sybil Hill Avenue,53.37540285373711,-6.185525483233781
403,651,All Saints Park,53.37547945077479,-6.17993090906123
404,653,Raheny,53.3794630466278,-6.1753416389621405
405,654,Watermill Road,53.379210075801296,-6.177020980830702
406,655,Watermill Drive,53.377738671387995,-6.1754304023287405
407,656,St Anne's Avenue,53.3764702007995,-6.17770919175959
408,657,All Saints Park,53.3755453978811,-6.17895111704471
409,658,All Saints Road,53.374980048484794,-6.18313861991678
410,659,Sybil Hill Avenue,53.37523744068361,-6.185878213489831
411,664,Donnycarney Church,53.3747192481277,-6.21950756213928
412,665,Casino Park,53.3724663177962,-6.22212646122617
413,666,Mount Temple School,53.37023312412421,-6.22426334784648
414,667,Brian Road,53.3679816454687,-6.226986846511362
415,668,Marino Crescent Park,53.3645749808616,-6.2293973168947
416,669,Malahide Road,53.3663170047536,-6.2286789053178
417,670,Mount Temple School,53.3689561148113,-6.2260296638920485
418,671,Nazareth House,53.370716841971294,-6.224153053155121
419,672,Donnycarney Road,53.37346635003139,-6.22107782075331
420,675,Buckingham St Lower,53.35285813771871,-6.248525759477018
421,709,St Brigid's Church,53.375038059853495,-6.19703913201497
422,722,Raheny Station,53.3811136996541,-6.17572202474458
423,723,Raheny Road,53.384151788006804,-6.17572742205121
424,724,Grange Park Road,53.38695546294341,-6.174510011408991
425,725,Ardscoil La Salle,53.3895723720669,-6.1704888112674805
426,726,Grange Road,53.391748351425285,-6.16761378066958
427,727,Ardara Avenue,53.393704851866595,-6.16683802482064
428,728,Holy Trinity Church,53.395316210686204,-6.163490594723692
429,729,Holy Trinity NS,53.3965584588012,-6.16244459517583
430,730,Grangemore Road,53.398166697731895,-6.16181886879412
431,738,Grange Road,53.3976003550339,-6.16181320548635
432,739,Holy Trinity Church,53.3951450858632,-6.16346788917255
433,740,Ardara Avenue,53.393141277624906,-6.16701261526435
434,741,St Donagh's Road,53.391907725224286,-6.16745657119044
435,742,Raheny Road,53.3898234138486,-6.16986158795105
436,743,Woodbine Park,53.388024863805796,-6.17273523820554
437,744,Belmont Park,53.385092198803996,-6.1749204843706
438,745,Raheny Station,53.3813435656084,-6.17547167673021
439,746,Kildare Street,53.3401536166397,-6.255594281533459
440,747,Kildare Street,53.339930803028004,-6.2557235187359215
441,748,Huguenot Cemetery,53.338509534397105,-6.25503066600713
442,749,Baggot St Lower,53.33762070095321,-6.25080214718473
443,750,Fitzwilliam Street,53.3365710800776,-6.24848750327109
444,751,Herbert Street,53.335320547927296,-6.246571635527508
445,752,Baggot St Upper,53.333671654235296,-6.24446202003109
446,753,Waterloo Road,53.332453390271795,-6.24352105457139
447,754,Burlington Road,53.330783782374,-6.24428032727376
448,755,Wellington Lane,53.328828045698096,-6.24514136798765
449,756,Royal Hospital,53.3263997617809,-6.24259874670305
450,757,Donnybrook Village,53.324081337159,-6.239586509859331
451,758,Victoria Avenue,53.32268694295529,-6.237677380431499
452,759,Donnybrook Stadium,53.320348850844795,-6.23334551683728
453,760,Donnybrook Church,53.318330187289,-6.23056195593035
454,761,Teresian School,53.3161004007996,-6.22748721370695
455,762,RTE,53.3145170648506,-6.224370944064879
456,763,Belfield Court,53.3123201447844,-6.2211003190802
457,769,Belfield Court,53.31190109231781,-6.22132785711797
458,770,RTE,53.314636187562506,-6.22573181130967
459,771,Teresian School,53.315880069244,-6.227781522427981
460,772,Donnybrook Garage,53.318485257456395,-6.23132106360088
461,773,Donnybrook Road,53.3199163484799,-6.23327331931076
462,774,Donnybrook Garda Stn,53.3216121235643,-6.235499996419691
463,775,Donnybrook Village,53.3234897098062,-6.23908544721608
464,776,Morehampton Terrace,53.3254792402838,-6.2417358210607015
465,777,Royal Hospital,53.3269721601116,-6.24362614364866
466,779,Waterloo Road,53.3286887363318,-6.24544736264849
467,780,Burlington Road,53.3310633511706,-6.244343918212018
468,781,Baggot Street,53.3326262714266,-6.24366410261758
469,782,Baggot St Upper,53.3335838144594,-6.24460076754328
470,783,Baggot St Lower,53.3353085373768,-6.246977563969799
471,784,Fitzwilliam Street,53.3364567280923,-6.2486573714650895
472,785,Pembroke St Lower,53.3371058976042,-6.25185937348658
473,786,Embassy of Malta,53.3351467148295,-6.2561740357725295
474,790,Stephen's Green Nth,53.3392943719705,-6.2583024730144
475,791,Stephen's Green Nth,53.3388796212347,-6.25698283049022
476,792,Dawson Street,53.34044898815289,-6.258585808451151
477,793,Dawson Street,53.340859786031196,-6.25840386924726
478,795,Berkeley Road,53.3587400433,-6.26972427815321
479,796,Berkeley Road,53.3600182144458,-6.26985278581187
480,797,Phibsborough PO,53.3607260028228,-6.2746621647210095
481,798,Rathdown Road,53.35947663614451,-6.27964070094012
482,799,Charleville Road,53.358868710012295,-6.28173855104542
483,800,Annamore Parade,53.358065151525295,-6.284610428948059
484,801,Annamore Road,53.3574704998135,-6.28763908243526
485,802,Drumalee,53.356498322495,-6.29129872279029
486,803,Oxmantown Road,53.3547130307126,-6.29404421385996
487,804,O'Devaney Gardens,53.3536849851876,-6.295692680533482
488,807,Phoenix Park,53.3515565121175,-6.297700386084468
489,808,North Circular Road,53.353994669521704,-6.29534982649483
490,809,Marlborough Road,53.355260739807214,-6.2933763462494685
491,810,Ellesmere Avenue,53.357099860159295,-6.28999764127668
492,811,Annamore Road,53.3575671567889,-6.287484968196631
493,812,Annamore Parade,53.3582663606545,-6.28422674373796
494,813,Charleville Road,53.359190046099386,-6.28095937438318
495,814,St Peter's Church,53.36054001513929,-6.2760970492999
496,817,Mater Hospital,53.3596462179702,-6.269612438447652
497,818,O'Connell Avenue,53.3584811208105,-6.26922394483129
498,819,Blessington Street,53.3563040208513,-6.26599198569768
499,820,Carnlough Road,53.36196779514621,-6.293513979584231
500,821,Drumcliffe Road,53.364551903506495,-6.293831436354378
501,822,Mulroy Road,53.3671206776284,-6.291820321104269
502,823,Kilkieran Road,53.3682351539515,-6.29118965054409
503,824,Bannow Road,53.369747851895596,-6.293263094961151
504,825,St Finbar's Road,53.370429439934505,-6.29693282591368
505,826,Carnlough Road,53.3712178543801,-6.3011695075591385
506,827,Ventry Park,53.3712939490676,-6.30399186938362
